block_id,mode,line_group,block_number,asset_class_new,depot_code,service_day,prev_trip_id,next_trip_id,prev_route_short_name,next_route_short_name,prev_trip_end_stop_code,next_trip_start_stop_code,prev_trip_end_stop_name,next_trip_start_stop_name,stop_code,candidate_name,start_sec,end_sec,event_type,soc_start_pct,soc_end_pct,charged_kwh,duration_sec,duration_min,start_dt,end_dt,assigned,dispenser_idx,reject_reason,installed_dispensers
2160456,heavy,410.0,30.0,40-ft,HTC,MF,14843566,14843635,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,31470,31830,in_service_layover,69.39109527365098,73.20348469217511,21.501876320476185,360,6.0,08:44:30,08:50:30,True,1,,7
2160881,heavy,152.0,54.0,40-ft,PCT,MF,14850652,14850626,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,31890,32310,in_service_layover,67.94552760635189,72.47610585592051,25.552461327567073,420,7.0,08:51:30,08:58:30,True,7,,7
2160466,heavy,410.0,24.0,40-ft,HTC,MF,14874069,14874086,418,418,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,32130,32970,in_service_layover,64.28710344576021,73.20643936451701,50.30505458178834,840,14.0,08:55:30,09:09:30,True,3,,7
2160455,heavy,410.0,35.0,40-ft,HTC,MF,14843590,14843658,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,32370,33210,in_service_layover,69.73313193871249,77.56602404427603,44.177511475378424,840,14.0,08:59:30,09:13:30,True,4,,7
2160369,heavy,100.0,1.0,40-ft,HTC,MF,14841976,14842106,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,32490,32790,in_service_layover,64.53660427067689,68.08018546648536,19.985797944359717,300,5.0,09:01:30,09:06:30,True,5,,7
2160471,heavy,410.0,12.0,40-ft,HTC,MF,14873242,14873347,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,32610,33030,in_service_layover,54.00939474053259,59.528079731334905,31.12538334812507,420,7.0,09:03:30,09:10:30,True,1,,7
2160859,heavy,152.0,1.0,40-ft,PCT,MF,14850654,14850636,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,32970,33510,in_service_layover,68.45475331184485,74.05623346459748,31.592348061524774,540,9.0,09:09:30,09:18:30,True,6,,7
2160450,heavy,410.0,4.0,40-ft,HTC,MF,14874049,14870624,418,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,33030,33630,in_service_layover,52.91932631404838,60.749858769889364,44.16420305094317,600,10.0,09:10:30,09:20:30,True,2,,7
2162187,heavy,410.0,3.0,40-ft,HTC,MF,14873209,14873348,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,33150,33930,in_service_layover,55.09904139005714,64.95182327229818,55.56968981583947,780,13.0,09:12:30,09:25:30,True,7,,7
2160383,heavy,100.0,2.0,40-ft,HTC,MF,14841983,14842131,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,33330,33690,in_service_layover,61.8510394464029,66.25167494665801,24.819584221438845,360,6.0,09:15:30,09:21:30,True,5,,7
2160449,heavy,410.0,31.0,40-ft,HTC,MF,14874060,14874101,418,418,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,33870,34110,in_service_layover,62.69669824421681,65.64720896553044,16.640880468208877,240,4.0,09:24:30,09:28:30,True,3,,7
2160828,heavy,152.0,15.0,40-ft,PCT,MF,14850655,14850627,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,33990,34710,in_service_layover,69.03447550460933,76.083951112587,39.75904242899401,720,12.0,09:26:30,09:38:30,True,1,,7
2160453,heavy,410.0,15.0,40-ft,HTC,MF,14873238,14873350,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,34110,34890,in_service_layover,53.56808967665214,63.551656567939375,56.30731726685997,780,13.0,09:28:30,09:41:30,True,4,,7
2160376,heavy,100.0,3.0,40-ft,HTC,MF,14841982,14842103,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,34170,34530,in_service_layover,62.54135573749559,66.89303263554555,24.543457705001742,360,6.0,09:29:30,09:35:30,True,6,,7
2160458,heavy,123.0,21.0,40-ft,HTC,MF,14843587,14843666,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,34170,35010,in_service_layover,66.44179341783214,74.94001664232958,47.92997898616551,840,14.0,09:29:30,09:43:30,True,2,,7
2162184,heavy,388.0,4.0,40-ft,HTC,MF,14870651,14870625,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,34830,35430,in_service_layover,66.852715722662,73.21570842090172,35.88727881807205,600,10.0,09:40:30,09:50:30,True,5,,7
2160374,heavy,100.0,8.0,40-ft,HTC,MF,14842063,14842081,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,35010,35430,in_service_layover,67.29945634609068,71.89307421836244,25.90800479961274,420,7.0,09:43:30,09:50:30,True,7,,7
2160918,heavy,160.0,3.0,40-ft,PCT,MF,14850656,14850628,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,35190,35910,in_service_layover,65.27816526526541,72.96734903274425,43.36699644858072,720,12.0,09:46:30,09:58:30,True,3,,7
2160653,heavy,151.0,5.0,40-ft,PCT,MF,14846502,14846460,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,35310,35550,in_service_layover,68.63060537309129,71.28606193128212,14.976774988196269,240,4.0,09:48:30,09:52:30,True,6,,7
2160456,heavy,410.0,30.0,40-ft,HTC,MF,14843558,14873377,104,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,35370,35790,in_service_layover,65.32961857570275,70.1090945019619,26.956244224101567,420,7.0,09:49:30,09:56:30,True,1,,7
2160367,heavy,100.0,4.0,40-ft,HTC,MF,14841975,14842166,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,35670,36210,in_service_layover,65.75087435168766,71.69262214743894,33.511457568037315,540,9.0,09:54:30,10:03:30,True,4,,7
2160561,heavy,410.0,17.0,40-ft,HTC,MF,14873221,14873378,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,35790,36690,in_service_layover,53.56808967665214,64.92707334255891,64.06466787571418,900,15.0,09:56:30,10:11:30,True,2,,7
