shape_id,distance_km,pack_used_kwh_heavy_duty,pack_used_kwh_medium_duty,kwh_per_km_heavy_duty,kwh_per_km_medium_duty,route_id,route_short_name,route_long_name,route_direction
307569,5.708084954221949,11.716762777538502,7.545355156256786,2.0517660121182257,1.3218715588099144,6643,101,Lougheed Station/22nd St Station,WEST
307570,11.193199163268021,26.45534948631354,17.51690238254277,2.359531059572712,1.5649594121425827,6643,101,Lougheed Station/22nd St Station,WEST
307571,3.3550584858319135,11.982783069625091,8.260260161437465,3.5562327289825495,2.4620316445509793,46099,102,New Westminster Station/Victoria  Hill,EAST
307572,3.0764151904756454,5.19275094847871,2.6441959615661896,1.6740878225803262,0.8595055601572978,46099,102,New Westminster Station/Victoria  Hill,WEST
307573,1.3538431110824627,3.591122007258476,2.0813071388514666,2.602069399306619,1.537332591800361,6790,103,New Westminster Station/Quayside,EAST
307574,1.6813386819610834,3.856680378209544,2.553471077008637,2.2938152911055263,1.5187130971318128,6790,103,New Westminster Station/Quayside,WEST
307576,11.124692330447623,22.40165277275784,15.733784511146318,2.0108020632573242,1.4143118788178872,6644,104,22nd St Station/Annacis Island,NORTH
307577,4.13498272071542,9.571619061073116,6.879164622853136,2.3096743749413737,1.6636501498276943,6644,104,22nd St Station/Annacis Island,NORTH
307579,11.68776450688549,21.22706095301611,14.076963420460302,1.8140879077152519,1.2044188101297977,6644,104,22nd St Station/Annacis Island,SOUTH
307580,5.712665280427121,8.6586585573717,5.506852669309534,1.5139705771282397,0.9639725765444814,6644,104,22nd St Station/Annacis Island,SOUTH
307581,7.76962294761175,26.197543920215356,17.726258304773943,3.3608434896108625,2.281482437989181,6796,105,Uptown/New Westminster Station,EAST
307582,6.333151342226798,13.345755822091784,7.22891098793282,2.096026569125922,1.1414397978670543,6796,105,Uptown/New Westminster Station,WEST
307583,6.283232607506357,13.463618467795586,7.032599813518414,2.120903127277142,1.1192645971942554,6645,106,New Westminster Station/Edmonds Station,EAST
