shape_id,distance_km,pack_used_kwh_heavy_duty,pack_used_kwh_medium_duty,kwh_per_km_heavy_duty,kwh_per_km_medium_duty,route_id,route_short_name,route_long_name,route_direction,Asset Class,Depot Code
309915,11.947196329623337,28.2387079441546,16.070851617555938,2.3636263408625924,1.3451567358701477,6624,019,Metrotown Station/Stanley Park,WEST,40-ft Trolley,VTC
309916,12.82750511489112,31.69156200160218,18.533729142225397,2.4705943765177114,1.4448428572996685,6624,019,Metrotown Station/Stanley Park,WEST,40-ft Trolley,VTC
309917,3.368602924002392,8.054356874204634,5.010323650598334,2.391008099178066,1.4873595266744404,6624,019,Metrotown Station/Stanley Park,WEST,40-ft Trolley,VTC
309919,11.477376641154308,33.3524308854584,20.721846946105373,2.905928064246576,1.8054515063837207,6625,020,Victoria/Downtown,NORTH,60-ft Trolley,VTC
309920,8.956079810973966,23.879242114872643,13.82016474730157,2.666260531266502,1.5431042419215153,6625,020,Victoria/Downtown,NORTH,60-ft Trolley,VTC
309921,10.467298975830063,28.026117467797096,16.740142552066892,2.6774927832396807,1.5992800617161496,6625,020,Victoria/Downtown,NORTH,60-ft Trolley,VTC
309922,2.591496370022837,10.08751647956874,7.520742265632855,3.8925450933507753,2.902084815795663,6625,020,Victoria/Downtown,NORTH,60-ft Trolley,VTC
309924,12.677625080341793,38.541678566891385,24.346837431076363,3.040133962208345,1.9204572841351106,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309925,12.12244796480628,37.381644979035215,23.631888322859258,3.0836713085971645,1.9494320282064335,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309926,12.706580676478485,38.541678566891385,23.780492246471656,3.033206143194525,1.8715099562931519,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309927,12.127237369519074,37.381644979035215,23.18781110754397,3.0824534755946353,1.9120439718467819,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309928,10.350964854258429,34.902319671246445,22.595806927967452,3.3718904626448896,2.1829662496314484,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309929,9.778563431789037,33.76405632393724,21.7080610357784,3.452864682983392,2.219964229633964,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309930,2.760989484682372,4.862989526660453,2.4558176675776,1.7613212776215619,0.8894701269969236,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309931,11.68353760112827,38.605217295759694,24.65946793323972,3.3042404290316676,2.110616559393653,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309932,1.8043738376643432,4.9269489623068985,2.8137460962252723,2.7305588561872227,1.5594030668652914,6625,020,Victoria/Downtown,SOUTH,60-ft Trolley,VTC
309933,11.355221787664233,33.25601209402153,20.895898548100707,2.928697714222479,1.8402017097368373,6626,022,Knight/Downtown,EAST,40-ft,VTC
309934,11.15183954073568,33.14729701484324,21.05621506363264,2.972361366370282,1.8881382741132566,6626,022,Knight/Downtown,EAST,40-ft,VTC
309935,11.37108270817084,33.25601209402153,20.94178021915751,2.9246126290265204,1.8416698529603976,6626,022,Knight/Downtown,EAST,40-ft,VTC
309936,11.121539752938896,33.14729701484324,20.492934078556857,2.980459338472803,1.8426346111959495,6626,022,Knight/Downtown,EAST,40-ft,VTC
309937,11.087202853843465,31.25479251441335,20.034233061577847,2.818997083974037,1.8069691089518423,6626,022,Knight/Downtown,EAST,40-ft,VTC
309939,13.75931869073348,32.87771161529497,21.385101120759707,2.389486889160958,1.5542267463549617,6626,022,Knight/Downtown,EAST,40-ft,VTC
309940,5.792618121893358,15.576026997710704,10.15003317171937,2.6889442165781112,1.752235855727662,6626,022,Knight/Downtown,EAST,40-ft,VTC
309941,2.41654642201446,3.410166066741088,1.3431371328279826,1.4111734149507194,0.5558085375857702,6626,022,Knight/Downtown,EAST,40-ft,VTC
309942,15.0809904681341,40.321338455703945,26.120705449812505,2.6736532020826025,1.7320285099977453,6626,022,Knight/Downtown,WEST,40-ft,VTC
309943,11.2085378336519,33.36621928685689,21.13630862973864,2.9768574440352054,1.8857329067739903,6626,022,Knight/Downtown,WEST,40-ft,VTC
309944,10.950662394515332,32.053742105503105,19.992861644424437,2.9271053157074136,1.8257216709043933,6626,022,Knight/Downtown,WEST,40-ft,VTC
309946,8.74747521696275,22.554135956302545,13.088855105316268,2.578359514819371,1.49630090748184,6626,022,Knight/Downtown,WEST,40-ft,VTC
309947,11.20519680521837,33.3862366924287,21.016865652793147,2.979531486397491,1.8756355660799628,6626,022,Knight/Downtown,WEST,40-ft,VTC
309948,5.425366176325117,14.876973690549974,9.03044261953506,2.742114210736449,1.6644853685529204,30055,023,Main St Station/English Bay,EAST,40-ft,VTC
309949,5.247198695242967,15.049715980877629,9.391486448469678,2.868142956835517,1.789809571530779,30055,023,Main St Station/English Bay,WEST,40-ft,VTC
309950,23.312601899424127,50.75080875769037,33.02039547786841,2.1769688761743935,1.4164182797066547,6627,025,Brentwood Station/UBC,EAST,60-ft,VTC
309951,16.68144848780475,36.6994392019588,23.68270682722733,2.200015138301002,1.4197032616526657,6627,025,Brentwood Station/UBC,EAST,60-ft,VTC
309953,13.432958538265153,29.85605023575613,19.63850712312451,2.2225967682925636,1.4619643965387237,6627,025,Brentwood Station/UBC,EAST,60-ft,VTC
309954,17.082040279255224,38.357374155818086,25.357033404348506,2.245479669217269,1.4844265081813792,6627,025,Brentwood Station/UBC,EAST,60-ft,VTC
309955,23.887690588820966,57.54105520745311,38.534372065691606,2.408816163852246,1.613147655375486,6627,025,Brentwood Station/UBC,WEST,60-ft,VTC
309956,13.99007621757538,35.803521130687066,24.15509924319609,2.5592084398874113,1.726588109137722,6627,025,Brentwood Station/UBC,WEST,60-ft,VTC
309957,19.690991720415447,45.14897647079844,29.846779914900136,2.2928746866511744,1.5157580856608281,6627,025,Brentwood Station/UBC,WEST,60-ft,VTC
309958,17.15865746113572,40.89425643109308,27.888151744968862,2.3833016378885343,1.6253108268018868,6627,025,Brentwood Station/UBC,WEST,60-ft,VTC
309960,8.31373575420122,21.54456871943964,14.237186854157931,2.5914425664241754,1.7124897007898507,6628,026,Joyce Station/29th Avenue Station,EAST,40-ft,BTC
309961,10.575005848042917,27.82432385521517,18.36106241890764,2.631140280680273,1.736269717742583,6628,026,Joyce Station/29th Avenue Station,EAST,40-ft,BTC
309962,10.736604783954284,26.32462946319027,17.212617206326797,2.4518579190445835,1.603171351901751,6628,026,Joyce Station/29th Avenue Station,WEST,40-ft,BTC
309963,6.063466184600503,14.970034662017955,9.4037988574915,2.4688905992479397,1.5508949124470262,6629,027,Kootenay Loop/Joyce Station,NORTH,40-ft,BTC
309964,7.602751831055315,18.17114326231702,10.921565683065475,2.390074497511875,1.4365279737862344,6629,027,Kootenay Loop/Joyce Station,NORTH,40-ft,BTC
309965,4.538129808535032,12.922109302331222,8.040340024543037,2.847452551495579,1.771729845501833,6629,027,Kootenay Loop/Joyce Station,NORTH,40-ft,BTC
309966,6.066320244398292,18.84637858773753,12.379357385539327,3.106723322946969,2.04066994270053,6629,027,Kootenay Loop/Joyce Station,SOUTH,40-ft,BTC
309967,6.627122087479531,20.637730876678507,13.873188197889489,3.114131685557581,2.093395596876023,6629,027,Kootenay Loop/Joyce Station,SOUTH,40-ft,BTC
309968,3.0954890232605976,12.00780222418392,8.403938791188908,3.879129318163642,2.7148985921251034,6629,027,Kootenay Loop/Joyce Station,SOUTH,40-ft,BTC
309969,8.576480850694502,19.4427804941475,12.75427294204143,2.2669881543049293,1.4871219517744998,6630,028,Phibbs Exchange/Joyce Station,NORTH,40-ft,BTC
309971,4.881078964140326,7.887465645759653,5.574178274028951,1.6159266636959277,1.1419971516504028,6630,028,Phibbs Exchange/Joyce Station,NORTH,40-ft,BTC
309972,12.224846050961093,21.85701681137376,13.81999651246614,1.7879175508844471,1.1304842985224866,6630,028,Phibbs Exchange/Joyce Station,NORTH,40-ft,BTC
309973,7.315308732138624,21.60783470168408,15.07292071552706,2.95378301762625,2.0604626909738784,6630,028,Phibbs Exchange/Joyce Station,SOUTH,40-ft,BTC
309974,3.3588809931904526,8.760156565000287,6.903885937168897,2.6080580356255494,2.0554124874222475,6630,028,Phibbs Exchange/Joyce Station,SOUTH,40-ft,BTC
309976,11.816702767836151,31.26997116509827,22.353666696561167,2.6462518165568074,1.891700852238202,6630,028,Phibbs Exchange/Joyce Station,SOUTH,40-ft,BTC
309978,4.089009368617008,11.37056245442276,7.343810930334728,2.78076214295115,1.795987797606481,6631,029,Elliott/29th Avenue Station,NORTH,40-ft,BTC
309979,4.797188551860463,11.802055854383584,7.531813729981298,2.4602026221809576,1.5700474660434771,6631,029,Elliott/29th Avenue Station,SOUTH,40-ft,BTC
309980,5.041895624977943,19.4773513412852,14.693142213446189,3.8631008632532744,2.914209913560134,39304,031,Metrotown Station/River District,NORTH,28-ft Shuttle,XHT
309981,5.6943565491159385,6.218350300544628,2.377871638081975,1.092019835236703,0.4175839039181951,39304,031,Metrotown Station/River District,SOUTH,28-ft Shuttle,XHT
309982,17.660461572957384,39.858493426223866,26.890572430723825,2.2569338440880427,1.5226426738415526,11201,033,29th Avenue Station/UBC,EAST,40-ft,VTC
309983,17.841354661508262,40.514732930167376,26.761514290042744,2.270832775807976,1.4999709830206578,11201,033,29th Avenue Station/UBC,WEST,40-ft,VTC
309984,4.08046457715916,15.52590863225089,10.74761379855833,3.8049365062887293,2.633919151931684,6633,041,Joyce Station/Crown,EAST,40-ft Trolley,VTC
309985,12.252501074483147,38.060142607199,25.165439075158456,3.1063162023680544,2.0539022132850553,6633,041,Joyce Station/Crown,EAST,40-ft Trolley,VTC
309986,7.330903952746423,20.65549855603589,13.257859777615783,2.8175923036472996,1.8084890844394308,6633,041,Joyce Station/Crown,EAST,40-ft Trolley,VTC
309987,7.115856705420443,18.63080882670609,11.69208719397285,2.618210230753274,1.643103238021432,6633,041,Joyce Station/Crown,WEST,40-ft Trolley,VTC
309988,7.716092314600215,20.50310276759908,13.217321212207857,2.6571873341644157,1.7129552982664997,6633,041,Joyce Station/Crown,WEST,40-ft Trolley,VTC
309989,7.766994014930818,20.62202307212367,13.14765180644962,2.655084197629236,1.692759358533731,6633,041,Joyce Station/Crown,WEST,40-ft Trolley,VTC
309990,12.502922958082964,30.54315482916958,18.24377227024929,2.4428811511970374,1.459160576403852,6633,041,Joyce Station/Crown,WEST,40-ft Trolley,VTC
309993,21.87583960121518,43.06709501115045,28.67777154282636,1.9687059238063767,1.3109335260089099,6635,044,UBC/Downtown,EAST,40-ft,BTC
309994,11.9496709451436,23.90885463281203,15.113696448363152,2.000796067320054,1.2647792995927998,6635,044,UBC/Downtown,EAST,40-ft,BTC
309995,21.13688041220683,48.1403355689522,33.32883826177468,2.27755158898238,1.5768097094653017,6635,044,UBC/Downtown,WEST,40-ft,BTC
309996,11.880359972955194,30.789584769715397,21.65370917208357,2.5916373611410535,1.822647564667798,6635,044,UBC/Downtown,WEST,40-ft,BTC
309997,21.01934994313719,51.20021069305376,34.42815403951349,2.435860805950881,1.637926678638997,6636,049,Metrotown Station/Dunbar Loop/UBC,EAST,60-ft,RTC
309998,14.335880545687628,41.67960804294927,27.127221680490134,2.9073629561936394,1.8922605830899077,6636,049,Metrotown Station/Dunbar Loop/UBC,EAST,60-ft,RTC
