shape_id,distance_km,pack_used_kwh_heavy_duty,pack_used_kwh_medium_duty,kwh_per_km_heavy_duty,kwh_per_km_medium_duty
55456_STC,2.5800748492300807,4.387840079882836,2.98988432491353,1.6936169435613788,1.158836273996369
57210_55713,17.46714311791094,24.248538776501114,18.66775956694393,1.3880710198151451,1.0687357080049265
57210_55738,17.183260753692696,24.499051748283158,18.63577274072,1.4272268365801692,1.0845306375691912
STC_54990,5.212727918645549,8.26937228813938,5.936901897402217,1.5807004655653638,1.138924185197994
56394_STC,3.866890394844799,6.156924865836678,4.241110982177976,1.5909566894915224,1.0967755868726135
57143_54990,17.14124669594486,30.641996974238275,23.032919784180184,1.787677419905789,1.3437132195074892
61760_STC,14.438228468176318,20.499284281760904,14.727846626661345,1.424603482215848,1.0200591200730327
61710_57027,7.208761710073041,10.119552026116557,7.213283376407507,1.405663061361639,1.0006272459149463
61804_61337,15.989731007638712,25.34295370061947,17.590642660367724,1.5881108607974246,1.100121237309384
60358_VTC,12.955868453752425,13.977312276375654,9.072525207091827,1.0787325827324632,0.7002637638285174
VTC_59803,11.618258689173745,20.581733225741505,14.110735764763477,1.776127481905305,1.2145310362139121
58136_VTC,5.390072893672341,6.145809863918842,3.248656716059739,1.1402591080389164,0.602711091323735
VTC_60164,12.76226094408777,21.299765775158566,16.411028507669393,1.6663089654177463,1.2859029116836815
50640_61337,9.011539316155176,14.839546566757678,9.302427684179689,1.6514480845022508,1.0322795426862346
61804_VTC,16.044447420211906,26.841031058886585,17.708522329706614,1.6794701869699755,1.103716560995326
57377_RTC,13.88787178941333,16.004222204609473,12.835889252001083,1.1510085438881696,0.9242517101710164
58597_61326,20.911702247102077,23.285963791538943,19.091149373835776,1.112752214509927,0.9129409527854868
RTC_57377,13.304219041933754,15.612400870501016,12.522439296128404,1.1722929177023322,0.9412382084704674
56280_61329,36.73631959153827,36.362478354473915,29.096858788724656,0.9898512988727602,0.7920461034813824
61321_57349,26.95312797118071,32.20924905753352,25.27534762031573,1.1926466161913674,0.9377519242791069
56081_61326,36.18030520001641,36.52652496913381,28.672996086081938,1.0100806733607224,0.792502880436424
61321_57359,25.166952120223907,33.06185922741568,26.225807924421208,1.3122194481122387,1.0420732633470706
56280_61327,36.70568575578938,36.424221768283225,28.819726229440292,0.9913141161821247,0.7851570032278914
57377_61327,21.320079314040456,24.305081812639646,19.83943279253221,1.1392311816054488,0.9305515472199413
61321_57377,21.86503056817453,25.699954237856613,20.69231089161485,1.1747135588505693,0.946365513969753
57518_61329,15.209708109942035,17.094799583211106,13.685366901511058,1.1227625575814646,0.8997784048574495
58597_57359,3.996191007439434,8.71604812630911,6.939642109477369,2.185281207200933,1.7365641673679546
HTC_52230,3.408037570264233,6.401374476471255,5.2010528224348,1.8717386971883239,1.5261136989260218
52667_61987,4.681997562989167,3.1172789372952194,,0.6658010593463506,
60212_HTC,9.403387191897373,10.278109080017447,5.5710862325015515,1.093750400715041,0.592455263067546
61035_52230,11.752489019239805,17.06342180238411,11.631211386223054,1.4522833433105482,0.9896806852728636
52242_51417,0.7714739779618518,1.3610535193301545,0.8844565068731362,1.7630660651022863,1.146450213667312
52605_52230,2.500401416191072,2.530904703026885,1.159051326482784,1.0178972797554913,0.4635461006290733
59555_HTC,0.13083819740144292,0.37537406484956437,0.2503740648495645,2.868994470306151,1.9136159762378633
HTC_52340,5.667269271084705,6.9145575279748535,5.224462172972544,1.2186453154660928,0.9218658798565594
52453_52804,5.009771794311323,11.686539332788602,8.453759077666017,2.317607900593669,1.687453925000216
HTC_53497,3.379187046869928,6.296702393231212,5.224480171008993,1.8633778793226965,1.5460760527737945
61035_52771,12.60740977626398,20.172437316919197,14.56415894150369,1.5942994635227796,1.1552062794788895
60482_61693,4.159131762206639,7.299186329963831,5.1281728389757415,1.7597531993583146,1.2329911943580685
58322_HTC,3.9432992052403883,3.479950172736585,2.093526155179251,0.8785155818287327,0.5309072546148896
52453_HTC,5.312171718159673,4.342782617206042,2.2962559865933767,0.8176020741853341,0.43226313237270164
58322_61657,3.5496203185944633,4.079270105486699,2.4626826572530987,1.1526828773477196,0.6937876269054721
56600_59982,7.075555577694935,10.936915752338344,7.600429963397581,1.5371283821772863,1.0741813670939517
60063_52667,4.615211016959901,10.419299795579521,8.497842415249828,2.251331482312139,1.841268445586149
61035_61657,8.63794541509139,11.579545004851527,7.477520698291052,1.3339406561045646,0.8656596376757654
HTC_56911,0.3878777942645111,0.7281549313468207,0.5059327091245989,1.8772792413330566,1.3043611070438874
60690_HTC,16.121853557473425,23.009256539037715,16.202255400748445,1.4284797230339408,1.0049871339538219
52692_HTC,9.514328113944291,10.599757483840989,5.579367300691583,1.117836878745912,0.58641737323673
61035_52453,12.593728599978812,20.12089753385746,14.538496645253316,1.5925141250979837,1.1544235315089906
61035_61651,8.316830262588187,10.811997314404843,6.645709474341761,1.2967298495633561,0.7990675851876319
VTC_50315,10.339352172123782,18.064892001982333,13.099202860937645,1.7428467232867082,1.2669268483043623
HTC_51389,15.552056846347492,24.529242575094663,18.05408360334763,1.5784932602824098,1.160880762057384
61773_RTC,8.220417453941328,12.30519315417227,8.70470323815207,1.496603978646723,1.058912553641488
RTC_56958,11.656177317219559,13.500220353709748,10.92181735097896,1.1582999602654918,0.9369982159454854
61650_HTC,6.050543947211969,7.9270053101195765,5.577219243474197,1.3105212230044128,0.9217715451920855
52515_HTC,10.05361974036394,11.676382485946748,6.539212583936109,1.1681627608729217,0.6504336500496477
