shape_id,distance_km,pack_used_kwh_heavy_duty,pack_used_kwh_medium_duty,kwh_per_km_heavy_duty,kwh_per_km_medium_duty,depot_code,record_type,from_stop_name,to_stop_name
RTC_61430,9.851781548370267,11.84470100513566,9.491971836276294,1.2022902605970867,0.9634777009287732,RTC,pullout,RTC,Bridgeport Station @ Bay 13
61321_61767,25.67840869004052,28.800053770017,23.287779405627024,1.1215669209746328,0.9069011902851787,RTC,interline,Bridgeport Station @ Bay 1 Unloading Only,Tsawwassen Ferry Terminal @ Bay 2
50757_RTC,11.523937108375552,12.154102147574516,9.30245925647434,1.0546831376527526,0.8072292627936462,RTC,pullin,Northbound Granville St @ W 71 Ave,RTC
RTC_61323,9.997378014101692,11.873675842265031,9.461420857807733,1.1876789919833728,0.9463902279639751,RTC,pullout,RTC,Bridgeport Station @ Bay 3
56600_60483,7.011852949216516,10.716444930488308,7.535908333504604,1.5283328113271017,1.0747385018030997,RTC,interline,Westbound Steveston Hwy @ No. 5 Rd,Richmond-Brighouse Station @ Bay 1
RTC_56875,4.804609922710691,6.385333360215734,4.679328446341602,1.3290014096739036,0.9739247351222204,RTC,pullout,RTC,Eastbound Williams Rd @ Garden City Rd
RTC_54990,29.28730414702129,40.554381133997566,31.92880417469577,1.3847085730532223,1.0901926655459389,RTC,pullout,RTC,King George Station @ Bay 2
RTC_59982,7.425850174625678,10.822903675959374,7.579520681211611,1.4574632427868683,1.0206939950271323,RTC,pullout,RTC,Southbound Buswell St @ Cook Rd
55383_RTC,28.826889042486467,28.590630802536285,22.283671143434976,0.9918042408391009,0.7730168562619512,RTC,pullin,White Rock Centre @ Bay 8,RTC
52692_RTC,18.535143076368445,20.068892916962508,13.49393857525707,1.0827482061656988,0.7280191212800129,RTC,pullin,Metrotown Station @ Bay 1,RTC
RTC_56088,28.182882624484687,32.294230274716554,26.869491161866883,1.1458810195185647,0.9533975470104411,RTC,pullout,RTC,Southbound 128 St @ Crescent Rd
RTC_56600,1.006457056404353,1.763905110026184,1.2454924587226748,1.752588546925066,1.2375018395442472,RTC,pullout,RTC,Westbound Steveston Hwy @ No. 5 Rd
53104_54990,5.504614722849914,13.485560565316923,10.230948004827583,2.4498645671490373,1.858612912972535,RTC,interline,Scott Road Station @ Bay 1,King George Station @ Bay 2
56517_61326,12.265232411393018,20.926213417006004,14.283944563207443,1.7061407982426742,1.1645881695596139,RTC,interline,Steveston Exchange @ Bay 3,Bridgeport Station @ Bay 7
RTC_56599,0.4723086253878048,0.7490229145192818,0.5768006922970592,1.585876001955864,1.221236838144672,RTC,pullout,RTC,Eastbound Horseshoe Way @ No. 5 Rd
RTC_56647,3.255235994218493,4.350978663276961,3.1479951529640986,1.3366092876229485,0.9670558935066885,RTC,pullout,RTC,Entertainment Blvd @ Riverport Recreation Complex
RTC_56517,7.865533049125107,11.022475162462811,8.004001871479373,1.4013640389812938,1.0176045058217216,RTC,pullout,RTC,Steveston Exchange @ Bay 3
56082_RTC,30.261089566839257,32.9917296195429,27.164828482587232,1.0902360123772918,0.8976817712589908,RTC,pullin,Westbound Sullivan St @ Kidd Rd,RTC
60482_58065,15.044375732782717,27.03097915838513,18.980206490290584,1.7967498046118848,1.2616147607196107,RTC,interline,Richmond-Brighouse Station @ Bay 2,Northbound Seymour St @ W Georgia St
56517_60483,8.471075484085983,12.960652206480423,8.926520285708786,1.5299889879187942,1.0537646964046556,RTC,interline,Steveston Exchange @ Bay 3,Richmond-Brighouse Station @ Bay 1
56713_RTC,1.5494164346763697,1.830393122562785,1.4192820114516738,1.1813435572245647,0.9160106861446339,RTC,pullin,Westbound Machrina Way @ No. 5 Rd,RTC
58194_59982,8.252661889870026,13.13288199475855,9.236859942667143,1.591351029524049,1.1192582546008822,RTC,interline,Steveston Exchange @ Bay 1,Southbound Buswell St @ Cook Rd
RTC_56714,1.2091762722060535,1.7144286557218067,1.314428655721807,1.417848410632436,1.087044698060216,RTC,pullout,RTC,Eastbound Machrina Way @ No. 5 Rd
56596_RTC,2.93312008037756,3.6005334989716578,2.769977943416104,1.227543844201628,0.9443793187831383,RTC,pullin,Northbound Entertainment Blvd @ Steveston Hwy,RTC
56517_RTC,8.429066491576373,11.32436480433071,8.267041499712562,1.3434897939941233,0.9807778249197902,RTC,pullin,Steveston Exchange @ Bay 3,RTC
61321_56647,10.50066883042116,12.30060897168825,9.67640184080178,1.1714119519751485,0.9215033820292073,RTC,interline,Bridgeport Station @ Bay 1 Unloading Only,Entertainment Blvd @ Riverport Recreation Complex
RTC_56280,28.65072025095822,37.33288356095135,31.04593923171949,1.3030347312020107,1.083600655054428,RTC,pullout,RTC,White Rock Centre @ Bay 1
RTC_56856,2.84137470808592,3.6114138724662648,2.692042345934205,1.2710093681727315,0.9474436223681627,RTC,pullout,RTC,Westbound Williams Rd @ No. 4 Rd
56451_RTC,7.397752924832361,10.652813449972218,7.683333645043854,1.4400066558337536,1.0386037115747502,RTC,pullin,Eastbound Cook Rd @ No. 3 Rd,RTC
60482_56517,8.094866493498941,13.749239221826974,9.39912668317331,1.6985134014092895,1.1611218901166354,RTC,interline,Richmond-Brighouse Station @ Bay 2,Steveston Exchange @ Bay 3
RTC_61577,9.134135115116358,14.091490289259603,9.799027314696117,1.5427284698185784,1.072792025867825,RTC,pullout,RTC,Westbound Lansdowne Rd @ No. 3 Rd
61577_58279,3.281772509771838,6.8682376068326905,4.472008445674773,2.092843908705359,1.362680817259233,RTC,interline,Westbound Lansdowne Rd @ No. 3 Rd,Eastbound Cook Rd @ No. 3 Rd
RTC_55383,29.16054023858238,38.14241351272577,31.818122340941617,1.3080146389832465,1.091136243725793,RTC,pullout,RTC,White Rock Centre @ Bay 8
59526_53989,2.0092595071003223,4.655850491667274,4.049231290693983,2.3171971938987608,2.015285370747187,BTC,interline,Lynn Valley @ Bay 1,Northbound Underwood Ave @ Evelyn St
BTC_50892,4.826579986158976,9.72524323895595,7.0850207075114655,2.0149346466534706,1.4679173924039268,BTC,pullout,BTC,Eastbound E Broadway @ Penticton St
BTC_59664,4.412285184904615,10.808494113330411,8.647221634521852,2.4496363359078908,1.9598056952678113,BTC,pullout,BTC,Joyce Station @ Bay 7
BTC_51603,4.722708293385024,10.613714029252671,8.352604365965414,2.247378700928666,1.7686047596174197,BTC,pullout,BTC,29th Avenue Station @ Bay 2
BTC_54060,10.519153824438522,15.411579379604792,12.016675269580494,1.465096873457634,1.1423613980872558,BTC,pullout,BTC,Northbound Fairway Dr @ Dollar Rd
BTC_54475,10.214106707847233,20.98781037222685,18.2120969668706,2.0547866761664495,1.7830337481082628,BTC,pullout,BTC,Northbound Lonsdale Ave @ E Osborne Rd
50405_BTC,8.569286099082325,18.220047828052756,11.690282672814586,2.126203702080144,1.3642073024106973,BTC,pullin,Burrard Station @ Bay 2,BTC
58143_BTC,1.146357020198249,0.1398028925710405,-0.4274928744666993,0.12195405978048901,-0.3729142552751755,BTC,pullin,Kootenay Loop @ Bay 8,BTC
BTC_50980,9.250479056170414,13.19166431428195,9.524034560401462,1.4260520167852948,1.0295720364934589,BTC,pullout,BTC,Lonsdale Quay @ Bay 5
60256_52751,7.206304287605638,12.895173637426629,9.531583587298556,1.7894295220929632,1.3226729273272908,BTC,interline,Phibbs Exchange @ Bay 4,Brentwood Station @ Bay 3 New
61802_BTC,2.380098629380074,3.277241945868369,1.9754715650313752,1.3769353527681192,0.8299956735599276,BTC,pullin,Brentwood Station @ Bay 2,BTC
BTC_58249,4.112323419331861,10.257641954402253,8.009479911176633,2.49436654378435,1.9476775278725411,BTC,pullout,BTC,Joyce Station @ Bay 6
BTC_58363,7.341313245234333,12.964890425925216,9.850345251747251,1.7660178762078391,1.3417688256446045,BTC,pullout,BTC,Northbound Lake City Way @ Enterprise St
BTC_54299,17.04360396125252,26.95429529933952,22.699231399614558,1.5814903561839555,1.3318328360140101,BTC,pullout,BTC,Southbound Capilano Rd @ Teviot Place
61070_50980,6.234127529675447,7.1022585785378585,4.359497353503535,1.139254618185138,0.6992955041024792,BTC,interline,Capilano University @ Bay 2,Lonsdale Quay @ Bay 5
61338_BTC,14.538750733598969,24.984932314370788,17.366419857896005,1.7185061338613334,1.1944918910922868,BTC,pullin,Marine Drive Station @ Bay 2,BTC
BTC_54390,13.320427663317908,18.064025424229428,14.895217698515737,1.3561145243087462,1.1182236843291842,BTC,pullout,BTC,Eastbound W 22 St @ Philip Ave
58363_58431,3.72220121423316,4.965789308771159,3.4196994532943874,1.3341001796954708,0.9187304115150869,BTC,interline,Northbound Lake City Way @ Enterprise St,Lougheed Station @ Bay 7
60473_58736,2.5944704018783287,4.8578937296642,3.368182791366236,1.8724028326348268,1.2982159245014937,BTC,interline,Lonsdale Quay @ Bay 9,Eastbound Harbourside Dr @ Harbourside Place
60473_BTC,8.828472484670332,13.704629484415433,9.92580171810001,1.5523217077713058,1.124294348239185,BTC,pullin,Lonsdale Quay @ Bay 9,BTC
BTC_58378,5.897650790327933,14.695967713393092,11.504355471060167,2.4918341617469584,1.9506674572742002,BTC,pullout,BTC,Kensington Ave @ Union St
51722_BTC,4.090076936592288,4.180658945931407,1.828678035713032,1.0221467739466508,0.44710113380816346,BTC,pullin,Joyce Station @ Bay 1 Unload Only,BTC
BTC_54272,11.053209876887058,23.458510689207767,20.58738317636149,2.122325636669666,1.862570547892244,BTC,pullout,BTC,Southbound Prospect Rd @ W Rockland Rd
51470_BTC,1.2531480777022412,0.5935228995737194,0.4317506651190086,0.4736255117288266,0.3445328391762464,BTC,pullin,Kootenay Loop @ Bay 6,BTC
59518_60686,8.436443740888619,10.248068098855452,7.551531132906881,1.214737917256118,0.895108337688206,BTC,interline,Northbound Banbury Rd @ Gallant Ave,Phibbs Exchange @ Bay 9
60256_BTC,4.600344779037383,7.565291717685259,5.726359295431814,1.6445053753706451,1.2447674186346633,BTC,pullin,Phibbs Exchange @ Bay 4,BTC
BTC_53977,8.515021402273357,16.308956033561948,13.744871249706348,1.9153159179620796,1.6141910396181407,BTC,pullout,BTC,Lynn Valley @ Bay 3
54179_BTC,8.719571153346218,7.403480664290898,4.982578768703392,0.8490647686784163,0.5714247502632375,BTC,pullin,Eastbound E 15 St @ Grand Blvd East,BTC
58363_58736,22.919209694752748,27.17082651430351,21.443895858729675,1.185504512423225,0.9356298120366323,BTC,interline,Northbound Lake City Way @ Enterprise St,Eastbound Harbourside Dr @ Harbourside Place
52692_BTC,7.000535319149253,8.152320361789148,5.930301494674719,1.164528138225273,0.8471211449291574,BTC,pullin,Metrotown Station @ Bay 1,BTC
58736_BTC,13.033837373669682,18.622056183348423,14.543198435294851,1.4287470105287479,1.1158032756089398,BTC,pullin,Eastbound Harbourside Dr @ Harbourside Place,BTC
BTC_54018,8.510182824976011,16.355883982271845,13.916769834982633,1.9219192253155795,1.635307974129435,BTC,pullout,BTC,Southbound Grand Blvd East @ E 19 St
58736_54475,4.398387066748394,16.207934737726795,13.489034912806282,3.6849723527649587,3.066813972508871,BTC,interline,Eastbound Harbourside Dr @ Harbourside Place,Northbound Lonsdale Ave @ E Osborne Rd
54592_60160,20.82103069099841,37.312433995834574,26.857344732819357,1.7920550884143271,1.2899142761664837,BTC,interline,Eastbound Marine Dr @ 25 St,UBC Exchange @ Bay 3
BTC_61070,6.968883823609744,13.128459621244806,10.678943702002751,1.883868342985882,1.5323750506248603,BTC,pullout,BTC,Capilano University @ Bay 2
51695_BTC,1.282605941879956,0.6244244993697688,0.4542296398557342,0.48684048543742914,0.35414590329275686,BTC,pullin,Kootenay Loop @ Bay 3,BTC
60685_BTC,4.502909889104408,7.410082218212668,5.759732177066761,1.6456208098107141,1.2791133553446092,BTC,pullin,Phibbs Exchange @ Bay 8,BTC
BTC_52588,5.228590708229175,8.800846518852254,6.742278546125616,1.683215805169216,1.2895020708953326,BTC,pullout,BTC,Southbound Willingdon Ave @ Moscrop St
BTC_51695,1.3450947512986873,4.143453595143045,3.357670884106388,3.0804176368560996,2.4962337269285757,BTC,pullout,BTC,Kootenay Loop @ Bay 3
BTC_54290,17.346000301325578,33.08809744555742,28.80354190627436,1.9075346979573635,1.6605293096918257,BTC,pullout,BTC,Grouse Mountain @ Skyride
BTC_60687,4.734933103411982,5.714287471394475,4.084917175662678,1.2068359460615763,0.8627190894669866,BTC,pullout,BTC,Phibbs Exchange @ Bay 10
58043_50405,7.180418942335593,14.457026476754208,8.931722037879734,2.0133959582101673,1.2438998489654267,BTC,interline,Kootenay Loop @ Bay 4,Burrard Station @ Bay 2
59526_60479,0.5801110923512777,0.8334304325042124,0.6028748769486567,1.4366738431533748,1.0392403884316606,BTC,interline,Lynn Valley @ Bay 1,Lynn Valley @ Bay 5
BTC_58043,1.3927387896809378,4.200870582498308,3.449463503003566,3.016265945648491,2.476748352642496,BTC,pullout,BTC,Kootenay Loop @ Bay 4
BTC_61510,14.11499304160102,18.156663467440648,14.623264572671772,1.2863388181579432,1.0360093362832505,BTC,pullout,BTC,Northbound Capilano Rd @ Curling Rd
54272_BTC,11.008973733076646,7.206264684165834,4.181952275403777,0.654580968116446,0.3798675859166628,BTC,pullin,Southbound Prospect Rd @ W Rockland Rd,BTC
BTC_54172,7.317836463021226,12.554062953396905,9.633171009826787,1.7155429773315627,1.3163960493658884,BTC,pullout,BTC,Northbound Queensbury Ave @ E 4th St
BTC_54197,9.86304840139535,18.96071472651747,14.369331738431717,1.9223990347482276,1.4568854530206758,BTC,pullout,BTC,Northbound Lonsdale Ave @ E 15 St
BTC_54592,18.949561091538776,24.90473824085384,20.63244072975083,1.3142646481650768,1.088808370287979,BTC,pullout,BTC,Eastbound Marine Dr @ 25 St
BTC_60255,4.909679627703251,5.929962096537938,4.320553132397335,1.2078103962380078,0.8800071409992368,BTC,pullout,BTC,Phibbs Exchange @ Bay 3
60482_RTC,7.459912150031648,10.904287467481192,7.770692770816415,1.4617179462944387,1.0416600912362552,RTC,pullin,Richmond-Brighouse Station @ Bay 2,RTC
60479_BTC,9.382394983181907,8.319987158001135,6.052268567613086,0.886765817567353,0.64506648659131,BTC,pullin,Lynn Valley @ Bay 5,BTC
60684_59832,9.300173436320376,18.56961891832223,12.896945738109537,1.9966959805073614,1.3867424974831681,BTC,interline,Phibbs Exchange @ Bay 7,Southbound Howe St @ Dunsmuir St
BTC_53970,8.792749057885889,17.750527487145366,14.714729201468364,2.0187688025994075,1.6735072392713486,BTC,pullout,BTC,Northbound Boulevard Cres @ E 19 St
BTC_58736,11.116108758302778,17.20773024561363,12.081800542141629,1.5479994501458016,1.0868731860074292,BTC,pullout,BTC,Eastbound Harbourside Dr @ Harbourside Place
RTC_54839,5.704462834629021,7.171141231735983,5.454762847550172,1.257110693789338,0.9562272567430815,RTC,pullout,RTC,Northbound 62B St @ 60 Ave
58043_BTC,1.192445439681212,0.4221367825799048,0.3070780197039973,0.35400930602976577,0.2575195556000377,BTC,pullin,Kootenay Loop @ Bay 4,BTC
58265_60689,9.973630934416246,15.912230083121509,10.631212698669222,1.5954300081641077,1.0659320330356163,BTC,interline,Southbound Cambie St @ W Georgia St,Phibbs Exchange @ Bay 12
RTC_56421,8.373721218862515,10.940810076856842,7.873115921254613,1.3065648820755749,0.9402171048541422,RTC,pullout,RTC,Steveston Exchange @ Bay 2
RTC_57359,17.060393486015514,23.746475300605105,19.0940758397851,1.391906659132464,1.119204891460247,RTC,pullout,RTC,Westbound 2nd Ave @ 52A St
58065_RTC,20.75317808030911,29.77984424065041,20.77324602436423,1.434953438235367,1.0009669817305795,RTC,pullin,Northbound Seymour St @ W Georgia St,RTC
RTC_56673,7.543881726113732,8.756630428880845,7.0945608750390585,1.160759241302669,0.9404390382315626,RTC,pullout,RTC,Ladner Exchange @ Bay 4
58265_60255,10.016995795489295,15.939309366643768,10.6211918158835,1.5912265206122298,1.0603170883496105,BTC,interline,Southbound Cambie St @ W Georgia St,Phibbs Exchange @ Bay 3
60479_59526,0.7593033722731628,1.8250583890447063,1.1546616382352637,2.403595790152942,1.5206855130624508,BTC,interline,Lynn Valley @ Bay 5,Lynn Valley @ Bay 1
BTC_60684,5.098627828792584,6.376732484024394,4.728655273809077,1.250676201156357,0.9274368384187159,BTC,pullout,BTC,Phibbs Exchange @ Bay 7
56958_RTC,11.293728103841092,11.860268613075156,9.699157501964022,1.0501641711244474,0.8588091915073869,RTC,pullin,Northbound Knight St Bridge Offramp @ SE Marine Dr,RTC
56138_RTC,30.09417227935586,29.96841207592503,21.80013922905778,0.9958211110688331,0.7243973692545231,RTC,pullin,Westbound Thrift Ave @ Johnston Rd,RTC
56599_56958,10.383988390386971,13.486422198013235,10.652686615166855,1.2987709241372378,1.0258762062011388,RTC,interline,Eastbound Horseshoe Way @ No. 5 Rd,Northbound Knight St Bridge Offramp @ SE Marine Dr
51818_BTC,4.698750223982239,5.075444414894188,3.692067321208634,1.0801690179208328,0.7857551785503442,BTC,pullin,29th Avenue Station @ Bay 1,BTC
58736_54290,7.813406194423514,22.57628328580965,19.72866005665892,2.889429107361974,2.5249756080439556,BTC,interline,Eastbound Harbourside Dr @ Harbourside Place,Grouse Mountain @ Skyride
BTC_58431,10.848626261953452,17.26308769781768,12.85623400109447,1.5912694640758334,1.185056401673802,BTC,pullout,BTC,Lougheed Station @ Bay 7
54020_BTC,8.356696190518873,7.920029560302999,4.766083503236014,0.9477464993030026,0.5703310727801012,BTC,pullin,Southbound Grand Blvd East @ E 15 St,BTC
54290_54444,13.614852744812731,11.502645575671854,5.619872299725527,0.8448600797430124,0.4127751070878605,BTC,interline,Grouse Mountain @ Skyride,Westbound W Georgia St @ Homer St
60689_54444,10.104115448611962,18.897355654434147,13.0608537814975,1.8702632358610018,1.2926271327681351,BTC,interline,Phibbs Exchange @ Bay 12,Westbound W Georgia St @ Homer St
54990_RTC,31.0895190949162,35.87526298926134,27.402951051645392,1.1539343172126362,0.8814208726736581,RTC,pullin,King George Station @ Bay 2,RTC
RTC_56394,23.181320007420247,30.76654305515525,25.49672841933519,1.3272127318594025,1.0998825093296583,RTC,pullout,RTC,Scottsdale Exchange @ Bay 1
56621_60483,1.2107125077323662,2.6100902949312696,1.5933819330822423,2.155829958195363,1.3160696060426487,RTC,interline,Westbound Lansdowne Rd @ Cooney Rd,Richmond-Brighouse Station @ Bay 1
61321_58279,4.311737279106465,7.976504036793151,5.388992373726753,1.8499513120720907,1.2498424706533906,RTC,interline,Bridgeport Station @ Bay 1 Unloading Only,Eastbound Cook Rd @ No. 3 Rd
BTC_60256,5.134966175834385,6.403967650283699,4.595678876564585,1.2471294709634797,0.8949774388373316,BTC,pullout,BTC,Phibbs Exchange @ Bay 4
60684_BTC,4.511384003802968,7.257144314024528,5.322870673657521,1.608629260534453,1.1798753263234725,BTC,pullin,Phibbs Exchange @ Bay 7,BTC
BTC_54053,12.609851340522605,16.510416534255377,12.64067953582245,1.309326818247099,1.0024447707167472,BTC,pullout,BTC,Southbound Panorama Dr @ Naughton Ave
54053_BTC,13.236094258871336,18.047706707758607,13.235126471569918,1.3635220749249608,0.9999268827130957,BTC,pullin,Southbound Panorama Dr @ Naughton Ave,BTC
59518_54444,18.593649397825125,29.354113296220635,21.009838334938674,1.5787171559583213,1.1299469988605986,BTC,interline,Northbound Banbury Rd @ Gallant Ave,Westbound W Georgia St @ Homer St
BTC_54032,7.004556777494174,11.323251880802175,9.024169229892255,1.616555085567167,1.2883283720230736,BTC,pullout,BTC,Eastbound Mt Seymour Parkway @ Berkley Rd
50405_51695,7.337714460278892,17.679021378664547,11.792988351111909,2.4093362414640214,1.6071746066095463,BTC,interline,Burrard Station @ Bay 2,Kootenay Loop @ Bay 3
53989_BTC,10.82768117513397,7.7790839909680765,4.342967819819448,0.7184441308479723,0.4010986054699484,BTC,pullin,Northbound Underwood Ave @ Evelyn St,BTC
BTC_54111,9.698848909095158,18.409114889428885,15.392035846304085,1.8980721384540404,1.5869961467149059,BTC,pullout,BTC,Westbound Sechelt Dr @ Hyannis Dr
58043_60277,7.241227030484971,14.485941207312372,9.065202551058382,2.000481568431393,1.2518876307695677,BTC,interline,Kootenay Loop @ Bay 4,Northbound Seymour St @ Robson St
BTC_60477,8.539295792906554,17.018309417491434,13.66707696739654,1.99294061597307,1.6004922769802101,BTC,pullout,BTC,Northbound Grand Blvd East @ E 15 St
BTC_54792,8.621061970160179,14.185728679315345,11.271633718452536,1.645473461206517,1.3074530443542456,BTC,pullout,BTC,Westbound Mt Seymour Parkway @ Lytton St
52692_58249,3.895155736101683,6.344657839877368,3.722516385920583,1.6288585796641792,0.9556784473131543,BTC,interline,Metrotown Station @ Bay 1,Joyce Station @ Bay 6
60256_59832,9.406498502641798,18.895454406534704,12.93688194031746,2.0087660037609054,1.3753132408073165,BTC,interline,Phibbs Exchange @ Bay 4,Southbound Howe St @ Dunsmuir St
54440_BTC,13.838029197076798,17.995001734299073,14.729220639803414,1.3004020643416774,1.064401616012985,BTC,pullin,Westbound Marine Dr @ McGuire Ave,BTC
52692_54444,12.032828113193826,19.33392765138915,11.547669618913648,1.606765048874069,0.9596804267694801,BTC,interline,Metrotown Station @ Bay 1,Westbound W Georgia St @ Homer St
58265_60208,7.865901456189762,17.167042840113652,12.298659223093397,2.1824635022098735,1.5635409738594488,BTC,interline,Southbound Cambie St @ W Georgia St,29th Avenue Station @ Bay 4
60689_BTC,4.552963221265244,7.44490488213658,5.629243998529752,1.6351779094907075,1.2363912742008523,BTC,pullin,Phibbs Exchange @ Bay 12,BTC
BTC_51172,4.58372871199497,11.542171548729703,9.191369839554486,2.5180747539716895,2.0052168042803165,BTC,pullout,BTC,Westbound Kingsway @ Boundary Rd
BTC_60662,11.478397970331107,33.13388160070173,27.760322667852144,2.886629448320648,2.4184840723945875,BTC,pullout,BTC,SFU Transit Exchange @ Bay 4
58043_61337,15.699103150130496,23.607204793559152,17.1727601050275,1.5037295167630593,1.0938688624951645,BTC,interline,Kootenay Loop @ Bay 4,Marine Drive Station @ Bay 1
54389_54421,5.207265225252798,6.765850210204133,4.36772323070699,1.2993096985713206,0.8387748735220126,BTC,interline,Westbound W 22 St @ Philip Ave,Lonsdale Quay @ Bay 1
59526_BTC,8.577884559697374,6.947069144585619,3.972527484492467,0.8098813986406352,0.4631127239875815,BTC,pullin,Lynn Valley @ Bay 1,BTC
BTC_61802,3.4697816093266174,7.617607909768576,5.356553465308124,2.195414227020164,1.5437725103245543,BTC,pullout,BTC,Brentwood Station @ Bay 2
BTC_60479,8.04391124566031,15.529863245770631,13.070940464178246,1.930635827707447,1.6249483696416989,BTC,pullout,BTC,Lynn Valley @ Bay 5
61035_60208,20.51683699078539,36.45367935808742,25.401533516067943,1.7767689714774093,1.238082338299826,BTC,interline,Surrey Central Station @ Bay 12,29th Avenue Station @ Bay 4
BTC_54134,9.106603079279738,12.87786647397988,9.212954400540042,1.4141240550256222,1.0116784843189537,BTC,pullout,BTC,Lonsdale Quay @ Bay 6
BTC_59042,14.542278406659166,26.21489116986317,18.38782718973381,1.8026673975557301,1.2644392216637592,BTC,pullout,BTC,63 Ave Loop @ Granville St
60253_59526,5.041631699956603,14.792198498613075,11.732455307511731,2.9340101338105287,2.3271147132014267,BTC,interline,Phibbs Exchange @ Bay 1,Lynn Valley @ Bay 1
61035_52736,16.45524117584885,31.817261037862828,22.63874304723685,1.9335639446330704,1.3757770430289071,BTC,interline,Surrey Central Station @ Bay 12,Metrotown Station @ Bay 4
50405_54592,10.356044012393452,15.909806237771232,11.37044335628216,1.5362822153644182,1.0979523979112815,BTC,interline,Burrard Station @ Bay 2,Eastbound Marine Dr @ 25 St
54275_50405,12.393734220388415,10.264924259895595,5.927819358630631,0.8282349836911297,0.478291631337311,BTC,interline,Southbound Lonsdale Ave @ Carisbrooke Cres,Burrard Station @ Bay 2
BTC_52867,10.620492900192763,16.708850104475456,12.67089502428463,1.5732650321881188,1.1930609194281983,BTC,pullout,BTC,Northbound Eastlake Dr @ Beaverbrook Dr
54275_58736,4.832888233892923,0.9983757194795252,-1.6442893155358325,0.20657951749803388,-0.3402291209642451,BTC,interline,Southbound Lonsdale Ave @ Carisbrooke Cres,Eastbound Harbourside Dr @ Harbourside Place
58725_54475,3.752495820405712,16.696136681418277,13.56997010429098,4.449341846199079,3.616251890408188,BTC,interline,Lonsdale Quay @ Bay 4,Northbound Lonsdale Ave @ E Osborne Rd
58736_54380,1.0974733209853047,2.553753855251849,1.818725193110651,2.326939349158032,1.6571930800812642,BTC,interline,Eastbound Harbourside Dr @ Harbourside Place,Westbound Marine Dr @ Fell Ave
BTC_51671,4.260452896606404,10.52719308175877,8.38436708564319,2.4709093932581765,1.9679520673310633,BTC,pullout,BTC,Joyce Station @ Bay 2
54275_54444,13.470807727261866,13.94212690867794,8.021375889027187,1.0349881900891682,0.5954636166912054,BTC,interline,Southbound Lonsdale Ave @ Carisbrooke Cres,Westbound W Georgia St @ Homer St
58725_60684,4.277858113680062,6.287014979064602,4.364042889321133,1.4696642132565136,1.0201467120579484,BTC,interline,Lonsdale Quay @ Bay 4,Phibbs Exchange @ Bay 7
60348_BTC,8.259499407643693,15.525403860731531,9.978457293108798,1.8797027633858368,1.2081188944543428,BTC,pullin,Eastbound W Georgia St @ Homer St,BTC
BTC_50405,9.06284039675798,18.226346464162813,12.027011841188177,2.011107518861621,1.3270687019370395,BTC,pullout,BTC,Burrard Station @ Bay 2
BTC_52751,2.733485070115389,5.709702813685434,4.083751471984543,2.0887997070510465,1.4939724810028523,BTC,pullout,BTC,Brentwood Station @ Bay 3 New
BTC_54001,11.777435493628085,21.250652642037483,17.39729112520017,1.8043531338834051,1.4771714211139242,BTC,pullout,BTC,Southbound Mountain Hwy @ Frederick Rd
BTC_60688,5.2331285755590455,6.865713186752219,4.851505500226586,1.3119710489855043,0.9270755400288074,BTC,pullout,BTC,Phibbs Exchange @ Bay 11
BTC_53989,10.393657292162992,20.8266775963191,17.605416266119008,2.0037872147297753,1.693861532205205,BTC,pullout,BTC,Northbound Underwood Ave @ Evelyn St
58725_54400,3.8075236531110894,8.990717946387752,6.665471333046432,2.361303242080066,1.7506053646180615,BTC,interline,Lonsdale Quay @ Bay 4,Eastbound W 22 St @ Bridgman Ave
60376_61510,0.2031631316254766,0.6762621380967949,0.4215211679257199,3.328665652503615,2.0747916442968495,BTC,interline,Westbound Marine Dr @ Capilano Rd,Northbound Capilano Rd @ Curling Rd
BTC_54516,9.40944156381464,13.26952230528698,9.4307525137119,1.4102348386238812,1.002264847467592,BTC,pullout,BTC,Lonsdale Quay @ Bay 8
BTC_59832,8.206515886163642,17.458038093521505,11.780573102263403,2.1273386094281648,1.435514567409258,BTC,pullout,BTC,Southbound Howe St @ Dunsmuir St
BTC_51707,2.350855747455214,5.298521928339046,4.090188595005715,2.2538694405535775,1.7398722143769638,BTC,pullout,BTC,Southbound Rupert St @ E Broadway
BTC_60686,5.065253648270553,6.199994653392148,4.517680548635958,1.2240245176091098,0.8918962133670139,BTC,pullout,BTC,Phibbs Exchange @ Bay 9
BTC_51389,2.4105939454863896,5.145104575072009,3.7763580895540314,2.134372147041078,1.566567482932954,BTC,pullout,BTC,Brentwood Station @ Bay 7
BTC_54421,9.214904987741864,12.869007465224904,9.14199505871506,1.3965426102975464,0.9920878262853721,BTC,pullout,BTC,Lonsdale Quay @ Bay 1
52880_54134,18.51650770004256,21.09759220815738,15.671975776258517,1.1393936993912133,0.846378595258678,BTC,interline,Westbound Broadway @ 7900 Block,Lonsdale Quay @ Bay 6
59526_59832,14.50230395467296,15.414122137859987,10.092388206597946,1.0628740223647857,0.695916196360369,BTC,interline,Lynn Valley @ Bay 1,Southbound Howe St @ Dunsmuir St
60253_BTC,4.4744769868205365,7.29096767460108,5.566971949729356,1.6294569613558072,1.2441614888459003,BTC,pullin,Phibbs Exchange @ Bay 1,BTC
