block_id,line_group,block_number,service_id,service_day,depot_code,asset_class,asset_class_new,total_distance_km,total_energy_require_medium_kwh,total_energy_require_heavy_kwh,avg_kwh_per_km_medium,avg_kwh_per_km_heavy,soc_left_medium_percent_depot_only,soc_left_heavy_percent_depot_only,medium_success_depot_only,heavy_success_depot_only,soc_left_medium_percent_on_route_charge,medium_success_on_route_charge,soc_left_heavy_percent_on_route_charge,heavy_success_on_route_charge,total_energy_received_medium,total_energy_received_heavy
2161096,210,3,1,MF,BTC,DS40LF,40-ft,299.80570247267406,493.29103520184884,747.2377720062644,1.6453690878238385,2.492406801616363,2.537050496126096,-42.488966667777376,FAILURE,FAILURE,39.41796685954835,SUCCESS,-9.431012060295396,FAILURE,208.00836828970148,186.4468639861983
2161097,210,86,1,MF,BTC,DS40LF,40-ft,195.93156107206332,309.35317724788445,456.877290328971,1.5788838488052714,2.331820804311013,35.15014587803468,8.993388239544151,SUCCESS,FAILURE,60.222515186216384,SUCCESS,39.749062291694656,SUCCESS,141.40816289814478,173.46200165412876
2161098,210,42,1,MF,BTC,DS40LF,40-ft,86.48366052221303,139.23127407656327,204.9792478475067,1.6099142107982605,2.3701499983902568,65.31360388713418,53.65616172916548,SUCCESS,SUCCESS,65.31360388713419,SUCCESS,62.67981140086237,SUCCESS,0.0,50.8933841483705
2161099,210,35,2,SAT,BTC,DS40LF,40-ft,283.1762228015905,440.6784099370237,651.6146672898167,1.5561984886202407,2.301092446403508,11.865530153009992,-25.534515476917846,FAILURE,FAILURE,29.352250967055284,SUCCESS,-5.013962660557974,FAILURE,98.62510539121556,115.73591788426955
2161100,210,59,2,SAT,BTC,DS40LF,40-ft,231.29460753087818,352.16543768393325,520.5643507307997,1.5225838658470177,2.2506549386859507,27.55931955958631,-2.2986437465956833,SUCCESS,FAILURE,44.845244591882874,SUCCESS,11.85668753314675,FAILURE,97.49261718215246,79.83606841774741
2161101,210,64,2,SAT,BTC,DS40LF,40-ft,126.91603905348063,193.47899877587676,288.19318129305464,1.5244645217327295,2.2707388557218846,55.69521298300057,38.901918210451306,SUCCESS,SUCCESS,57.74432163068136,SUCCESS,41.28177534251451,SUCCESS,11.556972772919494,13.42239422483641
2161102,210,37,2,SAT,BTC,DS40LF,40-ft,298.52654387650097,452.59210127709633,670.2786494053694,1.5160866280096406,2.2452899521144776,9.753173532429733,-28.843732164072584,FAILURE,FAILURE,46.83162476029168,SUCCESS,-9.112217973718497,FAILURE,209.12246492514126,111.28574003359711
2161103,210,45,2,SAT,BTC,DS40LF,40-ft,301.38062567517227,452.91347019263856,671.2310625752966,1.5027955734645937,2.2271871692865512,9.69619322825558,-29.012599747393015,FAILURE,FAILURE,33.28676249392938,SUCCESS,-6.0690165777123415,FAILURE,133.05081065840008,129.40180907699877
2161104,210,50,3,SUN,BTC,DS40LF,40-ft,232.415795330708,361.35721781925366,539.2038028928013,1.5547876911940213,2.3199963760017255,25.929571308642974,-5.603511151205893,SUCCESS,FAILURE,33.57061714090913,SUCCESS,7.04120074326465,FAILURE,43.09549849398104,71.31617508481375
2161105,210,46,3,SUN,BTC,DS40LF,40-ft,249.9988716714434,386.97615175065823,577.8161103903464,1.547911593214048,2.311274873071151,21.38720713640812,-12.449664962827363,SUCCESS,FAILURE,32.03889711896618,SUCCESS,4.232735546120992,FAILURE,60.07553150162744,94.08873887046857
