dist_km,soc_pct,net_energy_kwh,phase,cum_used_kwh,cum_charged_kwh,charge_kwh,charge_duration_sec,block_id,mode,stop_code,candidate_name,event_type,start_sec,end_sec
138.0,66.50701428386125,375.09956056097747,drive,203.56203997460187,71.06160053557932,0.0,0.0,2159342,heavy,,,,,
154.0,61.686681455066136,347.91288340657303,drive,230.7487171290063,71.06160053557932,0.0,0.0,2159342,heavy,,,,,
154.0,66.09897355045152,372.7982108245466,charge,230.7487171290063,95.94692795355286,24.885327417973542,360.0,2159342,heavy,50640,Dunbar Loop,in_service_layover,73770.0,74130.0
168.5,61.38369926650182,346.2040638630703,drive,257.3428640904826,95.94692795355286,0.0,0.0,2159342,heavy,,,,,
183.0,56.56336643770672,319.01738670866587,drive,284.529541244887,95.94692795355286,0.0,0.0,2159342,heavy,,,,,
183.0,62.77351777030229,354.0426402245049,charge,284.529541244887,130.9721814693919,35.02525351583904,480.0,2159342,heavy,50640,Dunbar Loop,in_service_layover,78090.0,78570.0
197.5,58.0582434863526,327.44849326302864,drive,311.1236882063633,130.9721814693919,0.0,0.0,2159342,heavy,,,,,
212.0,53.237910657557485,300.2618161086242,drive,338.3103653607677,130.9721814693919,0.0,0.0,2159342,heavy,,,,,
212.0,58.749710979055145,331.34836992187104,charge,338.3103653607677,162.05873528263874,31.086553813246837,420.0,2159342,heavy,50640,Dunbar Loop,in_service_layover,82650.0,83070.0
226.0,54.034436695105455,304.75422296039477,drive,364.904512322244,162.05873528263874,0.0,0.0,2159342,heavy,,,,,
238.5,49.214103866310346,277.56754580599033,drive,392.0911894766484,162.05873528263874,0.0,0.0,2159342,heavy,,,,,
243.5,47.13126515976261,265.82033550106115,drive,403.8383997815776,162.05873528263874,0.0,0.0,2159342,heavy,,,,,
0.0,90.0,507.6,start,0.0,0.0,0.0,0.0,2159346,heavy,,,,,
9.0,87.22953534299938,491.97457933451653,drive,15.625420665483482,0.0,0.0,0.0,2159346,heavy,,,,,
