block_id,line_group,block_number,service_id,depot_code,asset_class_new,service_day,total_distance_km,total_energy_require_medium_kwh,total_energy_require_heavy_kwh,soc_left_medium_percent_depot_only,soc_left_heavy_percent_depot_only,medium_success_depot_only,heavy_success_depot_only,soc_left_medium_percent_on_route_charge,soc_left_heavy_percent_on_route_charge,total_energy_received_medium,total_energy_received_heavy,medium_success_on_route_charge,heavy_success_on_route_charge
2160533,181.0,10.0,1,XNE,28-ft Shuttle,MF,411.708930303306,572.583042582876,811.2058953177536,-11.521816060793618,-53.83083250314781,FAILURE,FAILURE,66.50109050778805,70.78581710517379,440.04919304680067,702.8379037909335,SUCCESS,SUCCESS
2160534,181.0,12.0,1,XNE,28-ft Shuttle,MF,368.38480799579014,505.659996390673,716.8074653478632,0.3439722711572784,-37.093522224798434,FAILURE,FAILURE,69.01799339900025,72.50728417572721,387.32147916103423,618.148548098965,SUCCESS,SUCCESS
2160535,171.0,18.0,1,XNE,28-ft Shuttle,MF,251.455960673417,331.72759238194897,462.9121964141192,31.183050996108342,7.923369430120715,SUCCESS,FAILURE,67.996762701374,66.70379865704648,207.62933401769817,331.52162083986127,SUCCESS,SUCCESS
2160536,181.0,6.0,1,XNE,28-ft Shuttle,MF,326.60487169796966,424.9483184242353,592.5162908168297,14.654553470880268,-15.056079932062003,FAILURE,FAILURE,68.5308636703409,64.25294658126712,303.86238952495785,447.3029095351762,SUCCESS,SUCCESS
2160537,181.0,14.0,2,XNE,28-ft Shuttle,SAT,227.27181692720123,322.8067881653808,463.74305187006763,32.76475387138639,7.776054632966736,SUCCESS,FAILURE,67.75418759624834,66.90299930324532,197.34040620822134,333.4759679403712,SUCCESS,SUCCESS
2160538,181.0,6.0,2,XNE,28-ft Shuttle,SAT,231.7411436346783,328.83679056559794,471.01616898006904,31.695604509645758,6.486494861689891,SUCCESS,FAILURE,74.43891155365931,65.35658773806786,241.07225172823644,332.02732382277185,SUCCESS,SUCCESS
2160539,181.0,7.0,2,XNE,28-ft Shuttle,SAT,245.773680368739,347.85220524390184,497.7341288327149,28.324077084414572,1.7492679374619058,SUCCESS,FAILURE,58.326826677316966,38.88696697240498,169.21550770396948,209.45662255707896,SUCCESS,SUCCESS
2160540,181.0,9.0,2,XNE,28-ft Shuttle,SAT,261.663111070426,374.2136399062629,536.685333835251,23.65006384640729,-5.15697408426435,SUCCESS,FAILURE,69.99484576869503,57.55167650690171,261.38457004170283,353.67678933417665,SUCCESS,SUCCESS
2160541,181.0,16.0,2,XNE,28-ft Shuttle,SAT,120.09335598589423,164.2908396226289,231.59256236448266,60.87041850662608,48.93748894246762,SUCCESS,SUCCESS,68.52067411761128,65.18911036363924,43.14744164595652,91.65914481540801,SUCCESS,SUCCESS
2160542,181.0,1.0,2,XNE,28-ft Shuttle,SAT,345.7392586137724,491.7055026293659,710.8639727183622,2.8181732926656204,-36.039711474886914,FAILURE,FAILURE,64.5359343293189,61.13758433849259,348.08817224672435,548.0799483874605,SUCCESS,SUCCESS
2160543,181.0,16.0,3,XNE,28-ft Shuttle,SUN,202.77569055598553,283.017181878451,413.4264420435941,39.819648603111524,16.697439353972683,SUCCESS,FAILURE,71.33597558873907,66.14052046967971,177.75208419893937,278.85897749258777,SUCCESS,SUCCESS
2160544,181.0,2.0,3,XNE,28-ft Shuttle,SUN,270.55670601766406,388.2827701793749,580.5040663269333,21.1555372022385,-12.926252894846327,SUCCESS,FAILURE,66.59988758230668,76.02600312074837,256.30613614358424,501.69072392795414,SUCCESS,SUCCESS
2160546,183.0,52.0,1,PCT,40-ft,MF,85.12137661497346,110.24556417894657,152.41824711122266,70.45291415266905,62.97548810084705,SUCCESS,SUCCESS,70.45291415266907,69.96904339077768,0.0,39.44365183520881,SUCCESS,SUCCESS
2160547,152.0,53.0,1,PCT,40-ft,MF,92.26177129708952,124.17730392108774,179.60527837495832,67.98274753172203,58.15509248670953,SUCCESS,SUCCESS,67.98274753172203,62.2345403853789,0.0,23.00808614849535,SUCCESS,SUCCESS
2160548,152.0,59.0,1,PCT,40-ft,MF,57.67900246907482,72.94709837961763,103.25553005099736,77.06611730857844,71.69228190585153,SUCCESS,SUCCESS,77.06611730857844,71.69228190585153,0.0,0.0,SUCCESS,SUCCESS
2160549,701.0,3.0,1,PCT,40-ft,MF,512.536319359405,648.2282385760049,913.2230975466323,-24.934084853901567,-71.91898892670785,FAILURE,FAILURE,13.439347135275629,0.0,216.42615641895935,257.48071993895746,FAILURE,FAILURE
2160550,106.0,12.0,1,HTC,40-ft,MF,191.4822109136017,307.3891474082033,468.0754050324665,35.498378119112886,7.007906909137149,SUCCESS,FAILURE,77.21175895344244,71.13258344776825,235.26346790561877,361.6631756778795,SUCCESS,SUCCESS
2160551,151.0,28.0,2,PCT,40-ft,SAT,349.0473027649043,502.9287506906277,743.1094376701628,0.8282356931511246,-41.75699249470971,FAILURE,FAILURE,70.48011577332241,64.6154532351571,392.83660365216576,599.9405939164492,SUCCESS,SUCCESS
2160552,151.0,32.0,2,PCT,40-ft,SAT,322.8071920882978,470.8410630154592,695.0230524708128,6.517542018535605,-33.23103767212992,FAILURE,FAILURE,68.81626561064932,67.35388493488733,351.36480105952126,567.2989635035779,SUCCESS,SUCCESS
2160553,151.0,60.0,3,PCT,40-ft,SUN,363.2485823557895,520.6359813578407,768.246678716599,-2.3113442123831,-46.21395012705656,FAILURE,FAILURE,61.60075825854108,64.70862429315432,360.4642579360122,625.6033197299898,SUCCESS,SUCCESS
2160554,151.0,57.0,3,PCT,40-ft,SUN,360.15737065602747,508.8656455305338,746.4622703463551,-0.2244052359102462,-42.35146637346722,FAILURE,FAILURE,65.07437320309387,61.07539656559552,368.2851103959831,583.3275069763142,SUCCESS,SUCCESS
2160555,151.0,62.0,3,PCT,40-ft,SUN,296.66717256541574,419.7882013426016,615.9193599484801,15.569467847056456,-19.2055602745532,FAILURE,FAILURE,65.9874808414705,65.8073324603255,284.35759328849485,479.47271502471597,SUCCESS,SUCCESS
2160556,151.0,65.0,3,PCT,40-ft,SUN,265.17561543716306,380.3283316284384,561.3540199947631,22.565898647440008,-9.53085460900055,SUCCESS,FAILURE,65.11919977201384,63.55583027543078,240.00061834259623,412.20890274819277,SUCCESS,SUCCESS
2160557,123.0,45.0,1,HTC,40-ft,MF,64.54656114262329,96.12467193922232,140.20116880512464,72.9566184504925,65.14163673668003,SUCCESS,SUCCESS,72.95661845049248,65.14163673668006,0.0,0.0,SUCCESS,SUCCESS
2160558,106.0,8.0,1,HTC,40-ft,MF,208.01925002069655,352.67958404805455,531.475852082127,27.46815885672792,-4.233307106760093,SUCCESS,FAILURE,69.52642626247338,70.21488266988577,237.20862816840446,419.8877903402827,SUCCESS,SUCCESS
2160559,123.0,9.0,1,HTC,40-ft,MF,178.59319106716256,306.3207898240341,458.3517300651131,35.687803222689,8.731962754412576,SUCCESS,FAILURE,71.72503932650368,65.21500231022482,203.25001162551496,318.56434309478095,SUCCESS,SUCCESS
2160560,123.0,26.0,1,HTC,40-ft,MF,149.3265972060158,258.5397500927889,397.3759475599805,44.159618777874314,19.543271709223323,SUCCESS,FAILURE,71.39999429827306,68.78471961277288,153.63571793504883,277.7217661760195,SUCCESS,SUCCESS
2160561,410.0,17.0,1,HTC,40-ft,MF,315.97515232715807,423.19237301685854,617.9692708443442,14.965891309067638,-19.56901965325252,FAILURE,FAILURE,56.2972254885988,30.234929694044816,233.10872477255577,280.894274318757,SUCCESS,SUCCESS
2160562,410.0,55.0,1,HTC,40-ft,MF,229.63748671037166,321.09863745764795,475.8193469980222,33.06761747204824,5.63486755354217,SUCCESS,FAILURE,68.09847062467618,66.83389324063401,197.5740117808217,345.162504875198,SUCCESS,SUCCESS
2160563,123.0,5.0,1,HTC,40-ft,MF,57.275182881786705,84.72036008223303,126.87235400251926,74.97865955988777,67.50490177260296,SUCCESS,SUCCESS,74.97865955988775,67.50490177260298,0.0,0.0,SUCCESS,SUCCESS
2160564,410.0,20.0,1,HTC,40-ft,MF,323.70214190027576,546.8809029895547,817.4422260481582,-6.9646991116231645,-54.9365649021557,FAILURE,FAILURE,55.254067485885564,42.18533503665549,350.91384360994937,547.7675156548946,SUCCESS,SUCCESS
2160565,123.0,39.0,1,HTC,40-ft,MF,173.6978896717715,277.49382443763113,418.66665555193464,40.798967298292354,15.768323483699536,SUCCESS,FAILURE,63.477137295395195,55.11559146258813,127.90487878365997,221.91859140093175,SUCCESS,SUCCESS
2160566,410.0,1.0,1,HTC,40-ft,MF,273.1084683658469,412.9751742460503,612.2069743559317,16.777451374813783,-18.547335878711294,FAILURE,FAILURE,66.39793554322368,42.785136072978474,279.8595307098319,345.9151418075302,SUCCESS,SUCCESS
2160567,410.0,58.0,1,HTC,40-ft,MF,157.58519874122547,231.5765149361325,342.0639289404004,48.94033423118218,29.35036720914887,SUCCESS,SUCCESS,69.07854177157874,66.71951313974871,113.57949052783658,210.76198304858315,SUCCESS,SUCCESS
2160569,410.0,8.0,1,HTC,40-ft,MF,222.35727096385082,379.36579485528983,582.6464315135013,22.7365611958706,-13.306104878280363,SUCCESS,FAILURE,67.12894184091208,66.86058892214778,250.37302683803387,452.14015303441477,SUCCESS,SUCCESS
2160570,123.0,44.0,1,HTC,40-ft,MF,40.78470255134651,78.32782373677365,109.48606620304984,76.11208798993376,70.58757691435287,SUCCESS,SUCCESS,76.11208798993374,70.58757691435288,0.0,0.0,SUCCESS,SUCCESS
2160571,123.0,15.0,2,HTC,40-ft,SAT,172.9499110065679,284.833569162353,441.3732700963874,39.49759412015018,11.742327997094439,SUCCESS,FAILURE,71.42476573264021,73.92112388369769,180.06924789444406,350.688408800442,SUCCESS,SUCCESS
2160572,123.0,4.0,2,HTC,40-ft,SAT,345.93718313939354,579.2234106515186,869.9421729175823,-12.69918628573025,-64.2450661201387,FAILURE,FAILURE,39.98617818010919,1.869052535849265,297.14545558733437,363.5484461727615,SUCCESS,FAILURE
2160573,410.0,2.0,2,HTC,40-ft,SAT,402.44261164033736,582.0971294362038,862.4339581970916,-13.208710892943929,-62.91382237537084,FAILURE,FAILURE,49.61984181822455,30.69884464328258,354.3530372909904,527.9754419852053,SUCCESS,SUCCESS
2160574,123.0,2.0,2,HTC,40-ft,SAT,350.0550008010667,562.752119097029,853.0794551496596,-9.778744520749816,-61.25522254426588,FAILURE,FAILURE,71.16718718002727,67.59141729033301,456.53505479238277,726.6950486671371,SUCCESS,SUCCESS
2160575,123.0,7.0,2,HTC,40-ft,SAT,265.48471536612993,415.98502516810584,634.4188487594441,16.243789863811024,-22.485611482170942,FAILURE,FAILURE,62.07370191900521,59.92182254599291,258.4807039912955,464.77792791884406,SUCCESS,SUCCESS
2160576,123.0,21.0,2,HTC,40-ft,SAT,165.9107508099686,247.58252253378993,366.6121496563378,46.10238962166846,24.99784580561387,SUCCESS,SUCCESS,70.29646077514855,68.8006569146956,136.4545613056277,247.04785465522087,SUCCESS,SUCCESS
2160577,123.0,24.0,2,HTC,40-ft,SAT,177.01519685463145,278.4886201273184,420.17269870682753,40.622585083808794,15.501294555527037,SUCCESS,FAILURE,68.30830033207054,55.44629345091282,156.14743400019637,225.28979376997586,SUCCESS,SUCCESS
2160578,410.0,5.0,2,HTC,40-ft,SAT,388.69430793207044,532.8268072332243,782.9818973385633,-4.47283816191919,-48.82657754229845,FAILURE,FAILURE,51.58282263969712,11.809981894635765,316.1539269211161,341.9901952243087,SUCCESS,FAILURE
2160579,410.0,14.0,2,HTC,40-ft,SAT,104.58571973867515,138.37180001833474,201.41665814192586,65.46599290455059,54.287826570580535,SUCCESS,SUCCESS,68.83534586333784,58.227865061872905,19.003150687560208,22.22181709088909,SUCCESS,SUCCESS
2160580,123.0,14.0,2,HTC,40-ft,SAT,170.54733583069228,275.50993827738597,421.3042129708234,41.150720163584054,15.300671459073866,SUCCESS,FAILURE,67.25883576071533,66.22870488754201,147.24977196782044,287.23410853656037,SUCCESS,SUCCESS
2160581,123.0,16.0,2,HTC,40-ft,SAT,249.9068420766429,424.32823791481275,631.2222583573727,14.764496823614765,-21.918840134285926,FAILURE,FAILURE,67.59006971535146,52.5390844780035,297.9362311093951,419.94269481331224,SUCCESS,SUCCESS
2160582,123.0,26.0,2,HTC,40-ft,SAT,157.67187157459492,268.5888635197554,400.65231337717086,42.377861078057556,18.96235578418957,SUCCESS,FAILURE,69.25183515421784,61.85522321663146,151.56921378954416,241.91577231897224,SUCCESS,SUCCESS
2160583,123.0,19.0,2,HTC,40-ft,SAT,226.4060418048149,383.1463372359566,569.785878357135,22.066252263128266,-11.025864956938817,SUCCESS,FAILURE,68.16871022033945,52.99920675716282,260.01786287867117,361.1014044675331,SUCCESS,SUCCESS
2160584,106.0,13.0,3,HTC,40-ft,SUN,297.9446360770035,492.38797459374575,738.8053635534585,2.6971676252223884,-40.9938587860742,FAILURE,FAILURE,41.41365693142354,0.4486896915333827,218.36099968697454,219.80320868172996,SUCCESS,FAILURE
2160585,123.0,8.0,3,HTC,40-ft,SUN,137.8773793294804,232.97325403942074,360.9980776590746,48.69268545400342,25.993248642008048,SUCCESS,SUCCESS,69.27025810338246,70.83208969071798,116.05750974249804,252.89106351472395,SUCCESS,SUCCESS
2160586,123.0,2.0,3,HTC,40-ft,SUN,368.3598567892394,604.6842684089024,905.0757336723453,-17.21352276753589,-70.47442086389101,FAILURE,FAILURE,62.14179506387937,20.667532262415182,447.5639925691823,481.1039954544065,SUCCESS,FAILURE
2160587,123.0,3.0,3,HTC,40-ft,SUN,281.61954902430915,461.3863982057257,688.6552391218648,8.193901027353604,-32.10199275210369,FAILURE,FAILURE,37.24402058508814,0.4482294823833556,163.84267430562284,183.58325340250678,SUCCESS,FAILURE
2160588,123.0,9.0,3,HTC,40-ft,SUN,316.5887517099572,534.5051582552546,802.4144969721993,-4.770418130364291,-52.27207393124102,FAILURE,FAILURE,43.497559781114354,3.308358417728255,272.2313954207396,313.4736384481866,SUCCESS,FAILURE
2160589,106.0,8.0,3,HTC,40-ft,SUN,314.6551457510181,470.7582165218894,699.4207578600849,6.532231113140184,-34.010772670227816,FAILURE,FAILURE,68.48167910701933,57.61900008344929,349.3948866854784,516.7919183307392,SUCCESS,SUCCESS
2160590,410.0,7.0,3,HTC,40-ft,SUN,328.7527913126019,442.54373860046326,646.8738978184135,11.534798120485242,-24.693953513903104,FAILURE,FAILURE,57.3018240710389,23.300880040885392,258.12602636112274,270.69086124900707,SUCCESS,SUCCESS
2160591,410.0,2.0,3,HTC,40-ft,SUN,507.4038782763952,689.2807860134455,1007.1555280014046,-32.2129053215329,-88.573675177554,FAILURE,FAILURE,53.37787112313247,6.841130912514336,482.7319791479131,538.1395063479852,SUCCESS,FAILURE
2160592,123.0,42.0,1,HTC,40-ft,MF,105.1226828218664,139.93192515986289,202.28463614268225,65.18937497165552,54.133929761935775,SUCCESS,SUCCESS,65.18937497165552,58.44967054356277,0.0,24.34077800837622,SUCCESS,SUCCESS
2160593,410.0,22.0,1,HTC,40-ft,MF,205.1172656380577,305.21134396440203,449.1013659991788,35.88451348148901,10.372098227095957,SUCCESS,FAILURE,65.24886819790187,52.789377062893706,165.61496060056857,239.23345263389928,SUCCESS,SUCCESS
2160595,106.0,10.0,1,HTC,40-ft,MF,213.38535013193106,316.72544838343975,465.09708997508625,33.843005605773094,7.535976954771946,SUCCESS,FAILURE,63.21843183203527,47.83869464697811,165.67740391611875,227.30732778404274,SUCCESS,SUCCESS
2160596,123.0,12.0,1,HTC,40-ft,MF,355.9210794662151,520.8185735529423,764.9726558090757,-2.343718715060692,-45.633449611538246,FAILURE,FAILURE,72.92959922473655,60.22277916592802,424.54151318045655,597.02913030491,SUCCESS,SUCCESS
2160597,123.0,31.0,1,HTC,40-ft,MF,180.0283378919399,288.87982639585687,439.1481665809731,38.78017262484808,12.136849896990586,SUCCESS,FAILURE,66.20743909867379,52.665899621651256,154.68978291237704,228.58384044708617,SUCCESS,SUCCESS
2160598,123.0,4.0,1,HTC,40-ft,MF,295.0027555083051,432.5158314892103,637.2106375775955,13.312795835246401,-22.980609499573674,FAILURE,FAILURE,50.67212355947019,19.23020769684554,210.70660836462207,238.06900898780432,SUCCESS,FAILURE
2160599,123.0,18.0,1,HTC,40-ft,MF,268.3438023767556,402.87898207213874,595.4911750641385,18.56755637018817,-15.583541678038731,FAILURE,FAILURE,68.29406454774436,56.619272592596616,280.4575061214168,407.2238724863832,SUCCESS,SUCCESS
2160600,410.0,23.0,1,HTC,40-ft,MF,76.964225624698,104.04127503113816,149.88374324030173,71.55296542001096,63.424868219804665,SUCCESS,SUCCESS,71.55296542001098,63.42486821980465,0.0,0.0,SUCCESS,SUCCESS
2160601,123.0,19.0,1,HTC,40-ft,MF,69.99455479136321,98.98798805865202,145.93955617408122,72.44893828747306,64.1241921677161,SUCCESS,SUCCESS,72.44893828747306,64.1241921677161,0.0,0.0,SUCCESS,SUCCESS
2160602,410.0,14.0,1,HTC,40-ft,MF,79.82712199650106,108.98060720014483,157.62332842451826,70.67719730493887,62.05260134317052,SUCCESS,SUCCESS,70.67719730493887,64.88481312557178,0.0,15.973674452743182,SUCCESS,SUCCESS
2160603,123.0,25.0,1,HTC,40-ft,MF,346.3591659006525,523.6507598978113,775.6892264006643,-2.84587941450555,-47.533550780259624,FAILURE,FAILURE,67.17272757114566,43.831836338890334,394.9049433990728,515.300783352006,SUCCESS,SUCCESS
2160604,123.0,34.0,1,HTC,40-ft,MF,80.42421083723326,137.64767590866975,213.11086331968642,65.59438370413659,52.21438593622582,SUCCESS,SUCCESS,73.43379746707429,70.27647545646353,44.21429362296868,101.87018489414066,SUCCESS,SUCCESS
2160605,106.0,4.0,1,HTC,40-ft,MF,302.7599647045168,469.32816671326987,702.9035244027503,6.785786043746482,-34.62828446857275,FAILURE,FAILURE,60.60735129719637,32.64419809176961,303.55362802945734,379.41680164033096,SUCCESS,SUCCESS
2160606,410.0,34.0,1,HTC,40-ft,MF,387.1299397398115,576.6721405730342,848.5531224757179,-12.246833434935137,-60.452681290020905,FAILURE,FAILURE,64.33969756202755,36.265610204031844,431.94803482286966,545.4911640264575,SUCCESS,SUCCESS
2160607,410.0,40.0,1,HTC,40-ft,MF,48.75982146216252,66.03737410907539,95.46791834029456,78.29124572534126,73.07306412406126,SUCCESS,SUCCESS,78.29124572534126,73.07306412406125,0.0,0.0,SUCCESS,SUCCESS
2160608,410.0,37.0,1,HTC,40-ft,MF,241.68770946346118,358.10345191727754,526.6521065517832,26.50648015651108,-3.378033076557294,SUCCESS,FAILURE,67.00256090393006,44.964759938185765,228.3978954154431,272.65335260315084,SUCCESS,SUCCESS
2160609,123.0,36.0,1,HTC,40-ft,MF,232.09283931121988,336.8488227677452,491.7476077925495,30.275031424158655,2.810707838200447,SUCCESS,FAILURE,62.43521795027558,48.21870562972042,181.38345200729947,256.10110754417263,SUCCESS,SUCCESS
2160610,106.0,16.0,1,HTC,40-ft,MF,145.5436207776835,213.8207041742223,314.2444613457722,52.08852762868399,34.28289692450848,SUCCESS,SUCCESS,66.76894194792746,56.896657088292834,82.79753676053315,127.54160732374373,SUCCESS,SUCCESS
2160612,123.0,23.0,2,HTC,40-ft,SAT,283.2655341342298,431.10509094402283,645.1791577542156,13.562927137584607,-24.39346768691765,FAILURE,FAILURE,66.80838845575651,64.65954726732451,300.3044018344896,502.2590043419258,SUCCESS,SUCCESS
2160613,106.0,7.0,2,HTC,40-ft,SAT,277.3917218005497,437.31350281427973,658.6949227363019,12.462144891085158,-26.789879917784027,FAILURE,FAILURE,71.7348789541915,69.99619032594141,334.2982201159196,545.8734361746115,SUCCESS,SUCCESS
2160614,106.0,4.0,2,HTC,40-ft,SAT,160.47786014147195,258.69179417172614,395.1395052298322,44.13266060784998,19.9398040372638,SUCCESS,FAILURE,69.56760402840291,68.25752467552002,143.45308089191872,272.5119443997651,SUCCESS,SUCCESS
2160615,123.0,17.0,2,HTC,40-ft,SAT,312.8808076314216,472.89828934163546,702.2732072693886,6.152785577724213,-34.51652611159373,FAILURE,FAILURE,67.76265353520733,59.086649806144976,347.4796552802048,527.9219121760464,SUCCESS,SUCCESS
2160616,106.0,3.0,2,HTC,40-ft,SAT,315.16317754659434,478.64015194281717,710.3885292423217,5.134724832833839,-35.95541298622725,FAILURE,FAILURE,66.58356967038263,48.58517737006127,346.5714848837752,476.80892960946727,SUCCESS,SUCCESS
2160617,106.0,1.0,3,HTC,40-ft,SUN,211.28460224445703,335.30720418437517,510.0751012327418,30.548368052415753,-0.4388477363017363,SUCCESS,FAILURE,68.54265668121342,64.99871227543613,214.2877878664188,369.0678384662016,SUCCESS,SUCCESS
2160618,106.0,19.0,3,HTC,40-ft,SUN,209.7900660510967,310.56839091848326,461.4427350636768,34.93468246126184,8.18391222275234,SUCCESS,FAILURE,68.75841059163457,61.34092585929986,190.7658266553022,299.8055569101281,SUCCESS,SUCCESS
2160620,123.0,16.0,1,HTC,40-ft,MF,235.03809869619835,354.6299425590189,525.7260793565151,27.122350610103034,-3.2138438575381394,SUCCESS,FAILURE,64.33349924564655,45.246996537115564,209.87087830446546,273.3191398258468,SUCCESS,SUCCESS
2160621,123.0,30.0,1,HTC,40-ft,MF,43.98888138956077,69.64248549445502,106.72088479964947,77.65204157899734,71.0778573050267,SUCCESS,SUCCESS,77.65204157899734,71.0778573050267,0.0,0.0,SUCCESS,SUCCESS
2160622,123.0,37.0,1,HTC,40-ft,MF,55.68097324534378,90.9324990263066,140.18542912193337,73.87721648469741,65.14442746065012,SUCCESS,SUCCESS,73.8772164846974,65.1444274606501,0.0,0.0,SUCCESS,SUCCESS
2160623,123.0,14.0,1,HTC,40-ft,MF,71.01576899548489,107.44285632873179,160.075805544233,70.94984816866457,61.617764974426784,SUCCESS,SUCCESS,70.9498481686646,68.18198934894453,0.0,37.02222547228007,SUCCESS,SUCCESS
2160624,106.0,10.0,2,HTC,40-ft,SAT,175.36235435200018,255.03685356846114,373.4412564683788,44.78069972190406,23.787011264471847,SUCCESS,SUCCESS,69.22016164039955,59.24505358885849,137.8385652203146,199.9833587095406,SUCCESS,SUCCESS
2160625,106.0,5.0,2,HTC,40-ft,SAT,273.6992420295008,413.31385812598415,611.8009517018063,16.717401041492174,-18.475346046419553,FAILURE,FAILURE,67.82825713409586,63.28672963378889,288.2652283622848,461.1381068363754,SUCCESS,SUCCESS
2160626,106.0,4.0,3,HTC,40-ft,SUN,299.19147576407,482.3985437788579,733.0229574951711,4.468343301620941,-39.96860948495941,FAILURE,FAILURE,67.24677101811088,66.3238851375652,354.0703323210031,599.4896696710388,SUCCESS,SUCCESS
2160627,106.0,20.0,3,HTC,40-ft,SUN,189.3292669942062,305.9698842662198,466.15135362883854,35.75002052017379,7.349050775028633,SUCCESS,FAILURE,68.10883335619302,59.67465902996668,182.50370439514842,295.11643055785055,SUCCESS,SUCCESS
2160628,106.0,12.0,3,HTC,40-ft,SUN,159.0195382118766,279.4146432113766,429.59138162750315,40.45839659372756,13.831315314272494,SUCCESS,FAILURE,69.24281805535446,70.94605388306654,162.34413704357553,322.12712552799843,SUCCESS,SUCCESS
2160629,106.0,16.0,3,HTC,40-ft,SUN,147.2224567988331,252.6463006716652,393.7149182096799,45.20455661849908,20.192390388354628,SUCCESS,SUCCESS,69.83845157143908,67.56225158290356,138.9351675345817,267.1660171372559,SUCCESS,SUCCESS
2160630,106.0,9.0,3,HTC,40-ft,SUN,260.40800129986104,414.09531944815797,623.3057521965512,16.578844069475544,-20.515204290168654,FAILURE,FAILURE,70.26071088210976,75.40777824867705,302.76572882325695,541.00562151909,SUCCESS,SUCCESS
2160631,106.0,15.0,1,HTC,40-ft,MF,100.46801491151209,173.86626299665,250.54687965541973,59.17264840484929,45.57679438733693,SUCCESS,SUCCESS,68.43569332886995,56.78967217921315,52.2435733714766,63.24063074618175,SUCCESS,SUCCESS
2160632,123.0,15.0,1,HTC,40-ft,MF,59.11592008432469,94.63294168728547,139.76470720503798,73.22110962991394,65.21902354520603,SUCCESS,SUCCESS,73.22110962991393,65.21902354520603,0.0,0.0,SUCCESS,SUCCESS
2160633,123.0,33.0,1,HTC,40-ft,MF,127.85009031454464,209.19041540348658,308.898272185002,52.90950081498465,35.23080280407767,SUCCESS,SUCCESS,67.10430345073839,58.04875647947111,80.05868686565117,128.693258729219,SUCCESS,SUCCESS
2160634,123.0,20.0,2,HTC,40-ft,SAT,153.11912117163675,259.36054440271,385.5102272059886,44.014087871859935,21.64712283581763,SUCCESS,SUCCESS,65.31891103725978,48.56884567501012,120.1592026528553,151.83851681304566,SUCCESS,SUCCESS
2160635,123.0,5.0,2,HTC,40-ft,SAT,267.59148381866805,453.6747595424294,673.7646523517311,9.56121284708699,-29.461817792860124,FAILURE,FAILURE,67.73659969214046,40.323290338791864,328.1091818061017,393.5880098625171,SUCCESS,SUCCESS
2160636,123.0,3.0,2,HTC,40-ft,SAT,288.8455514727557,485.5494439433314,720.0034641126921,3.9096730596930134,-37.66018867246313,FAILURE,FAILURE,55.81371732303041,28.345103871908663,292.73880964522306,372.26984995025674,SUCCESS,SUCCESS
2160637,123.0,8.0,2,HTC,40-ft,SAT,277.99475697698654,456.4192897169277,676.0316717432171,9.07459402182133,-29.863771585676783,FAILURE,FAILURE,63.95664025417164,45.95753783134685,309.5347407504559,427.6321851120131,SUCCESS,SUCCESS
2160638,123.0,1.0,3,HTC,40-ft,SUN,350.04560443161984,587.1809778911128,870.511347843084,-14.110102462963253,-64.34598366012126,FAILURE,FAILURE,59.124565920280936,36.87561576979155,413.0435296814973,570.889820784708,SUCCESS,SUCCESS
2160639,123.0,4.0,3,HTC,40-ft,SUN,268.37638991303646,455.9628315190366,677.4945589679003,9.15552632641195,-30.123148753173805,FAILURE,FAILURE,67.98426059223345,49.232431716477116,331.7940612592334,447.565473848831,SUCCESS,SUCCESS
2160640,123.0,6.0,3,HTC,40-ft,SUN,316.6941999543738,543.7456474848473,812.0776820693919,-6.408802745540291,-53.9854046222326,FAILURE,FAILURE,65.87948073114174,61.74844511077482,407.7059188084867,652.7389124941619,SUCCESS,SUCCESS
2160641,123.0,11.0,3,HTC,40-ft,SUN,292.3556922173408,497.4637201554796,738.9529321866657,1.7972127383901422,-41.02002343735208,FAILURE,FAILURE,67.5657762026524,65.56236410972343,370.9346979384393,601.1246657655056,SUCCESS,SUCCESS
2160642,123.0,5.0,3,HTC,40-ft,SUN,267.59148381866805,453.6747595424294,673.7646523517311,9.56121284708699,-29.461817792860124,FAILURE,FAILURE,65.97422080839226,53.78627182822107,318.16936490176187,469.5192254628978,SUCCESS,SUCCESS
2160643,123.0,7.0,3,HTC,40-ft,SUN,327.243090138383,548.0903073525941,814.1019999829692,-7.179132509325189,-54.3443262381151,FAILURE,FAILURE,76.28268125612989,69.48399117064406,470.7246296371669,698.3917101854014,SUCCESS,SUCCESS
2160647,151.0,12.0,1,PCT,40-ft,MF,231.4211695788835,331.3510372251041,469.441440591281,31.2498160948397,6.765702022822525,SUCCESS,FAILURE,66.94482236213292,61.204235868993074,201.31983534753374,307.03333089240186,SUCCESS,SUCCESS
2160648,151.0,13.0,1,PCT,40-ft,MF,197.52314976670976,303.00588088173276,446.1144776502651,36.27555303515377,10.901688359882082,SUCCESS,FAILURE,68.94309710850655,63.8851649473242,184.24494857370922,298.82680795317384,SUCCESS,SUCCESS
2160650,151.0,34.0,1,PCT,40-ft,MF,151.3467739245598,229.4862950591806,336.799211258615,49.31094059234387,30.283827791025715,SUCCESS,SUCCESS,70.97146507914823,69.10647668041895,122.16535810557622,218.95973973617805,SUCCESS,SUCCESS
2160651,151.0,38.0,1,PCT,40-ft,MF,109.42953916633533,162.70597786745333,238.335999417501,61.15142236392672,47.74184407491117,SUCCESS,SUCCESS,71.59650363666893,68.6585454885706,58.91025837826578,117.97019597303932,SUCCESS,SUCCESS
