block_id,line_group,block_number,service_id,depot_code,asset_class_new,service_day,total_distance_km,total_energy_require_medium_kwh,total_energy_require_heavy_kwh,soc_left_medium_percent_depot_only,soc_left_heavy_percent_depot_only,medium_success_depot_only,heavy_success_depot_only,soc_left_medium_percent_on_route_charge,soc_left_heavy_percent_on_route_charge,total_energy_received_medium,total_energy_received_heavy,medium_success_on_route_charge,heavy_success_on_route_charge
2159377,3.0,1.0,2,VTC,60-ft Trolley,SAT,235.32780314549774,439.08109805804054,700.7108175418206,12.14874147907083,-34.23950665635116,FAILURE,FAILURE,65.722404621522,55.91910235654872,302.1554601234247,508.4945548327551,SUCCESS,SUCCESS
2159378,3.0,7.0,2,VTC,60-ft Trolley,SAT,172.26288679785145,320.68933319245053,511.5508161835475,33.140189150274736,-0.7004993233240226,SUCCESS,FAILURE,68.21984278106152,55.13093504213602,197.84924647763756,314.88928982119467,SUCCESS,SUCCESS
2159379,3.0,6.0,2,VTC,60-ft Trolley,SAT,193.2845255804002,360.15325481431387,574.6041499696386,26.143039926540094,-11.880168434333076,SUCCESS,FAILURE,64.86805439124329,49.276799981453394,218.4090815809261,344.9253018650356,SUCCESS,SUCCESS
2159380,3.0,4.0,2,VTC,60-ft Trolley,SAT,151.2412480153027,281.2254115705872,448.4974823974566,40.13733837400937,10.479169787685,SUCCESS,FAILURE,64.59524232846803,57.79819260828199,137.942578303147,266.879288708167,SUCCESS,SUCCESS
2159381,3.0,5.0,2,VTC,60-ft Trolley,SAT,235.32780314549774,439.08109805804054,700.7108175418206,12.14874147907083,-34.23950665635116,FAILURE,FAILURE,65.4544175343611,44.148868153166674,300.6440129518372,442.1104339256802,SUCCESS,SUCCESS
2159382,3.0,9.0,2,VTC,60-ft Trolley,SAT,67.15469288510764,123.36972508313391,196.28414725309304,68.12593526894788,55.1978462317211,SUCCESS,SUCCESS,68.12593526894788,64.95102437336261,0.0,55.00792471885808,SUCCESS,SUCCESS
2159383,3.0,7.0,3,VTC,60-ft Trolley,SUN,172.26288679785145,320.68933319245053,511.5508161835475,33.140189150274736,-0.7004993233240226,SUCCESS,FAILURE,62.22300298925779,43.08415725386648,164.02707005186454,246.9454630953545,SUCCESS,SUCCESS
2159384,3.0,4.0,3,VTC,60-ft Trolley,SUN,256.34944192804653,478.5450196799039,763.7641513279116,5.151592255336197,-45.4191757673602,FAILURE,FAILURE,67.10386287528908,44.63180988737231,349.4108062965344,507.88755909269094,SUCCESS,SUCCESS
2159385,3.0,3.0,3,VTC,60-ft Trolley,SUN,193.2845255804002,360.15325481431387,574.6041499696386,26.143039926540094,-11.880168434333076,SUCCESS,FAILURE,67.79996900941833,55.20223308157332,234.9450800274334,378.344744549712,SUCCESS,SUCCESS
2159386,3.0,1.0,3,VTC,60-ft Trolley,SUN,256.34944192804653,478.5450196799039,763.7641513279116,5.151592255336197,-45.4191757673602,FAILURE,FAILURE,63.806558057891664,41.85839257591971,330.81400712641295,492.2454854560983,SUCCESS,SUCCESS
2159387,3.0,6.0,3,VTC,60-ft Trolley,SUN,214.30616436294898,399.6171764361772,637.6574837557296,19.145890702805467,-23.05983754534212,FAILURE,FAILURE,67.47520151568705,51.27090178031184,272.5773129846522,419.225369796688,SUCCESS,SUCCESS
2159388,3.0,2.0,3,VTC,60-ft Trolley,SUN,235.32780314549774,439.08109805804054,700.7108175418206,12.14874147907083,-34.23950665635116,FAILURE,FAILURE,63.81742702141913,49.3876322568898,291.4113864588445,471.6570634706788,SUCCESS,SUCCESS
2159389,3.0,5.0,3,VTC,60-ft Trolley,SUN,109.19797045020516,202.29756832686056,322.39081482527484,54.13163682147864,32.83850800970304,SUCCESS,SUCCESS,63.0932475013404,62.08750762693435,50.543484234420475,164.9643578411845,SUCCESS,SUCCESS
2159390,3.0,8.0,3,VTC,60-ft Trolley,SUN,151.2412480153027,281.2254115705872,448.4974823974566,40.13733837400937,10.479169787685,SUCCESS,FAILURE,65.63561044238769,55.13663633923094,143.81025446565383,251.86811135071918,SUCCESS,SUCCESS
2159391,4.0,18.0,1,VTC,40-ft Trolley,MF,208.57513472798212,339.176344919033,527.3137112426472,29.86235019166082,-3.4953388728097785,SUCCESS,FAILURE,50.70946904039523,26.653719032129676,117.57775030686201,170.0406865838585,SUCCESS,SUCCESS
2159392,4.0,21.0,1,VTC,40-ft Trolley,MF,68.4854174114956,108.33291448242126,166.66552357691862,70.79203643928702,60.44937525231939,SUCCESS,SUCCESS,70.79203643928702,60.44937525231939,0.0,0.0,SUCCESS,SUCCESS
2159393,4.0,16.0,1,VTC,40-ft Trolley,MF,191.0905696744617,311.4740379095638,485.0502210463001,34.77410675362344,3.998187757748209,SUCCESS,FAILURE,57.00631030607462,35.87434584283523,125.3896280358245,179.78153159989077,SUCCESS,SUCCESS
2159395,4.0,14.0,1,VTC,40-ft Trolley,MF,215.2400666583621,353.6178543229423,551.5549399420888,27.301798878910937,-7.793429067746241,SUCCESS,FAILURE,48.689262890242155,16.358995463002714,120.62529702390799,136.21967435342418,SUCCESS,FAILURE
2159397,4.0,13.0,1,VTC,40-ft Trolley,MF,227.77923198617833,372.79527286969403,581.2725751375926,23.90154736352943,-13.062513322268194,SUCCESS,FAILURE,49.06247271494632,16.924418747632274,141.90761898199116,169.12629687423865,SUCCESS,FAILURE
2159398,4.0,17.0,1,VTC,40-ft Trolley,MF,215.2400666583621,353.6178543229423,551.5549399420888,27.301798878910937,-7.793429067746241,SUCCESS,FAILURE,53.4806460474113,21.089050308579,147.64869803034196,162.89718368247443,SUCCESS,SUCCESS
2159401,4.0,22.0,1,VTC,40-ft Trolley,MF,113.2716707173614,177.16268621413616,274.8574241842928,58.58817620316735,41.266414151721136,SUCCESS,SUCCESS,63.46344169521393,50.1439175851209,27.496497375142667,50.06911936437467,SUCCESS,SUCCESS
2159402,4.0,19.0,1,VTC,40-ft Trolley,MF,223.3376576525113,361.1263910945269,563.5244864581705,25.970498032885303,-9.915689088328095,SUCCESS,FAILURE,47.04184113667797,19.789711020929307,118.8423751053906,167.53845661621185,SUCCESS,FAILURE
2159404,4.0,24.0,1,VTC,40-ft Trolley,MF,67.11334047456467,98.57331031836488,150.26418238123188,72.52246270950978,63.35741447141279,SUCCESS,SUCCESS,72.52246270950978,63.35741447141279,0.0,0.0,SUCCESS,SUCCESS
2159407,4.0,17.0,2,VTC,40-ft Trolley,SAT,246.9567839352638,403.62640118570636,626.6803128151016,18.43503525076129,-21.11353064097546,FAILURE,FAILURE,53.208751389305654,13.61288734907383,196.12375902139013,195.856997463878,SUCCESS,FAILURE
2159408,4.0,24.0,2,VTC,40-ft Trolley,SAT,105.17407972321222,169.65414944255156,262.8878776682112,59.91947704919299,43.388674172302984,SUCCESS,SUCCESS,64.39483372173146,48.841145864402606,25.241011633116898,30.751940343441902,SUCCESS,SUCCESS
2159409,4.0,21.0,2,VTC,40-ft Trolley,SAT,123.00610004447749,193.5134732291562,300.44540036747,55.68910049128436,36.72953894193795,SUCCESS,SUCCESS,64.08629561746486,54.41741502327411,47.36018051165797,99.75962109873598,SUCCESS,SUCCESS
2159410,4.0,22.0,2,VTC,40-ft Trolley,SAT,123.00610004447749,193.5134732291562,300.44540036747,55.68910049128436,36.72953894193795,SUCCESS,SUCCESS,65.118426417855,54.41285249571647,53.181398225858345,99.73388844331089,SUCCESS,SUCCESS
2159411,4.0,13.0,2,VTC,40-ft Trolley,SAT,289.37827121703975,475.71363465075746,739.8402974635083,5.653610877525278,-41.17735770629579,FAILURE,FAILURE,59.16649003235186,17.371130831749806,301.8126384332219,330.2134753545772,SUCCESS,FAILURE
2159412,4.0,20.0,2,VTC,40-ft Trolley,SAT,159.69476235619413,254.83470818928646,396.66775445876254,44.816541101190346,19.66883786192154,SUCCESS,FAILURE,62.3540920478297,45.51447640890758,98.91178733904587,145.76940140500136,SUCCESS,SUCCESS
2159413,4.0,16.0,2,VTC,40-ft Trolley,SAT,218.04480265906224,356.444485854674,555.6845989544155,26.800623075412418,-8.525638112485012,SUCCESS,FAILURE,58.59793026650117,34.06576536316296,179.33681255774053,240.2155156026546,SUCCESS,SUCCESS
2159414,4.0,23.0,2,VTC,40-ft Trolley,SAT,198.3626157454919,318.33078580089045,494.33872851217416,33.55837131189886,2.3512892708911113,SUCCESS,FAILURE,62.88072252576681,40.23326150429387,165.3780608462152,213.65432339639167,SUCCESS,SUCCESS
2159415,4.0,18.0,2,VTC,40-ft Trolley,SAT,191.0905696744617,311.4740379095638,485.0502210463001,34.77410675362344,3.998187757748209,SUCCESS,FAILURE,62.30522674732642,43.51131058003533,155.27551676448473,222.85401271769933,SUCCESS,SUCCESS
